mGL-A,mGL-H,cond,replicate,sampleNum
21,50,Neg,0,1
39,81,Neg,0,1
50,61,Neg,0,1
38,58,Neg,0,1
61,73,Neg,0,1
45,74,Neg,0,1
77,75,Neg,0,1
27,36,Neg,0,1
86,80,Neg,0,1
79,103,Neg,0,1
94,55,Neg,0,1
19,69,Neg,0,1
47,86,Neg,1,1
57,85,Neg,1,1
20,42,Neg,1,1
18,59,Neg,1,1
103,78,Neg,0,1
74,75,Neg,2,1
56,73,Neg,0,1
59,78,Neg,0,1
67,64,Neg,0,1
54,51,Neg,0,1
164,83,Neg,2,1
75,84,Neg,0,1
4,74,Neg,0,1
61,83,Neg,2,1
128,95,Neg,1,1
56,84,Neg,0,1
69,93,Neg,1,1
102,84,Neg,1,1
46,77,Neg,1,1
150,114,Neg,2,1
77,94,Neg,1,1
94,84,Neg,0,1
124,113,Neg,1,1
134,114,Neg,1,1
17,49,Neg,1,1
22,52,Neg,0,1
4,43,Neg,1,1
112,103,Neg,0,1
39,72,Neg,0,1
94,76,Neg,0,1
97,89,Neg,0,1
177,111,Neg,0,1
33,72,Neg,2,1
18,64,Neg,0,1
93,102,Neg,0,1
39,49,Neg,0,1
1,58,Neg,1,1
61,79,Neg,1,1
3,90,Neg,0,1
2,53,Neg,0,1
59,86,Neg,2,1
128,117,Neg,0,1
8,46,Neg,0,1
86,68,Neg,1,1
136,107,Neg,0,1
115,71,Neg,1,1
259,117,Neg,2,1
87,46,Neg,1,1
113,68,Neg,1,1
63,70,Neg,2,1
38,59,Neg,0,1
76,63,Neg,1,1
156,74,Neg,0,1
47,71,Neg,1,1
31,62,Neg,2,1
208,80,Neg,2,1
38,54,Neg,1,1
53,56,Neg,1,1
62,60,Neg,0,1
98,90,Neg,1,1
176,79,Neg,2,1
106,79,Neg,1,1
10,58,Neg,1,1
138,104,Neg,2,1
24,72,Neg,1,1
85,102,Neg,2,1
48,80,Neg,1,1
106,86,Neg,1,1
60,59,Neg,2,1
2,78,Neg,1,1
91,73,Neg,1,1
55,83,Neg,0,1
99,112,Neg,2,1
92,58,Neg,0,1
128,58,Neg,0,1
80,70,Neg,0,1
28,59,Neg,2,1
69,56,Neg,2,1
84,55,Neg,1,1
27,72,Neg,0,1
10,63,Neg,2,1
81,108,Neg,1,1
196,75,Neg,0,1
48,59,Neg,0,1
100,82,Neg,1,1
27,61,Neg,0,1
95,105,Neg,0,1
9,69,Neg,1,1
61,99,Neg,1,1
128,59,Neg,1,1
168,83,Neg,0,1
79,94,Neg,1,1
62,82,Neg,0,1
114,64,Neg,2,1
98,69,Neg,0,1
71,71,Neg,1,1
98,52,Neg,1,1
45,96,Neg,0,1
100,60,Neg,0,1
58,94,Neg,0,1
76,72,Neg,0,1
78,78,Neg,1,1
153,74,Neg,0,1
158,122,Neg,0,1
142,103,Neg,1,1
32,68,Neg,0,1
214,123,Neg,2,1
98,57,Neg,2,1
61,58,Neg,0,1
122,87,Neg,1,1
145,62,Neg,2,1
97,70,Neg,1,1
61,60,Neg,0,1
55,66,Neg,1,1
25,88,Neg,0,1
83,83,Neg,0,1
149,63,Neg,1,1
157,70,Neg,0,1
75,63,Neg,0,1
162,117,Neg,1,1
204,110,Neg,0,1
131,47,Neg,1,1
24,39,Neg,1,1
34,51,Neg,0,1
92,76,Neg,0,1
50,62,Neg,0,1
135,77,Neg,0,1
76,77,Neg,0,1
49,50,Neg,0,1
9,53,Neg,0,1
67,108,Neg,0,1
117,69,Neg,1,1
69,58,Neg,0,1
73,64,Neg,2,1
131,86,Neg,0,1
179,119,Neg,2,1
60,53,Neg,1,1
61,51,Neg,0,1
228,98,Neg,0,1
48,74,Neg,2,1
10,37,Neg,0,1
61,77,Neg,0,1
7,58,Neg,0,1
33,62,Neg,1,1
60,47,Neg,0,1
178,98,Neg,1,1
21,75,Neg,2,1
159,105,Neg,2,1
1,25,Neg,0,1
1,37,Neg,0,1
24,86,Neg,2,1
20,42,Neg,0,1
31,57,Neg,0,1
101,121,Neg,0,1
27,76,Neg,1,1
43,49,Neg,1,1
30,72,Neg,2,1
55,79,Neg,0,1
138,106,Neg,1,1
53,75,Neg,1,1
48,65,Neg,0,1
149,71,Neg,1,1
2,77,Neg,1,1
133,76,Neg,0,1
44,56,Neg,0,1
96,108,Neg,1,1
92,93,Neg,1,1
58,43,Neg,0,1
140,100,Neg,1,1
107,91,Neg,2,1
39,64,Neg,2,1
72,96,Neg,1,1
24,45,Neg,2,1
39,84,Neg,0,1
68,61,Neg,0,1
45,47,Neg,2,1
155,86,Neg,0,1
11,76,Neg,0,1
39,51,Neg,1,1
45,96,Neg,2,1
38,59,Neg,2,1
234,96,Neg,1,1
6,66,Neg,1,1
170,86,Neg,0,1
49,66,Neg,1,1
126,63,Neg,0,1
203,80,Neg,1,1
69,77,Neg,1,1
60,64,Neg,0,1
100,68,Neg,1,1
71,79,Neg,0,1
78,79,Neg,0,1
118,73,Neg,1,1
157,79,Neg,1,1
192,99,Neg,2,1
37,62,Neg,2,1
5,57,Neg,0,1
20,45,Neg,0,1
145,69,Neg,1,1
100,67,Neg,0,1
55,58,Neg,0,1
258,123,Neg,0,1
103,48,Neg,2,1
126,77,Neg,1,1
79,93,Neg,0,1
81,72,Neg,1,1
43,44,Neg,1,1
32,44,Neg,1,1
77,66,Neg,0,1
40,36,Neg,1,1
132,81,Neg,1,1
29,53,Neg,0,1
35,78,Neg,0,1
34,68,Neg,2,1
68,80,Neg,2,1
101,67,Neg,1,1
111,76,Neg,0,1
82,77,Neg,0,1
102,71,Neg,1,1
99,95,Neg,0,1
28,80,Neg,0,1
21,45,Neg,0,1
98,72,Neg,1,1
99,116,Neg,1,1
80,105,Neg,1,1
86,85,Neg,1,1
106,55,Neg,2,1
164,78,Neg,1,1
128,81,Neg,0,1
117,74,Neg,1,1
64,60,Neg,2,1
43,50,Neg,0,1
116,126,Neg,1,1
12,35,Neg,0,1
50,56,Neg,1,1
121,97,Neg,0,1
44,44,Neg,1,1
153,68,Neg,1,1
162,108,Neg,2,1
111,74,Neg,1,1
106,93,Neg,1,1
79,67,Neg,1,1
42,64,Neg,0,1
38,62,Neg,1,1
20,48,Neg,0,1
87,79,Neg,1,1
113,71,Neg,1,1
64,79,Neg,0,1
101,78,Neg,1,1
24,75,Neg,2,1
95,81,Neg,0,1
105,61,Neg,0,1
75,71,Neg,0,1
71,76,Neg,1,1
79,55,Neg,0,1
68,56,Neg,1,1
40,52,Neg,1,1
11,74,Neg,1,1
58,51,Neg,1,1
25,53,Neg,0,1
234,142,Neg,2,1
58,90,Neg,1,1
9,46,Neg,0,1
34,61,Neg,0,1
126,69,Neg,0,1
137,97,Neg,0,1
55,73,Neg,1,1
79,74,Neg,1,1
62,56,Neg,0,1
154,126,Neg,0,1
82,74,Neg,1,1
26,70,Neg,2,1
6,74,Neg,1,1
11,63,Neg,0,1
57,73,Neg,1,1
39,75,Neg,1,1
106,83,Neg,0,1
29,68,Neg,1,1
159,88,Neg,1,1
50,108,Neg,0,1
95,45,Neg,1,1
25,54,Neg,1,1
19,83,Neg,0,1
143,87,Neg,0,1
40,66,Neg,1,1
72,67,Neg,1,1
101,46,Neg,0,1
104,69,Neg,0,1
16,77,Neg,1,1
49,46,Neg,0,1
26,55,Neg,2,1
147,82,Neg,0,1
86,125,Neg,0,1
79,66,Neg,1,1
95,64,Neg,1,1
19,82,Neg,1,1
173,78,Neg,0,1
81,74,Neg,0,1
26,61,Neg,0,1
12,51,Neg,1,1
15,51,Neg,1,1
136,58,Neg,1,1
91,60,Neg,1,1
178,92,Neg,1,1
51,95,Neg,0,1
68,84,Neg,1,1
86,76,Neg,0,1
79,69,Neg,1,1
70,70,Neg,1,1
157,95,Neg,1,1
162,87,Neg,2,1
436,220,Neg,2,1
18,69,Neg,1,1
46,58,Neg,0,1
99,86,Neg,0,1
47,77,Neg,0,1
50,70,Neg,2,1
91,78,Neg,1,1
81,65,Neg,0,1
47,99,Neg,2,1
69,54,Neg,0,1
60,58,Neg,0,1
73,70,Neg,0,1
37,55,Neg,0,1
112,79,Neg,1,1
50,59,Neg,2,1
81,56,Neg,0,1
98,92,Neg,0,1
28,64,Neg,0,1
110,63,Neg,0,1
153,99,Neg,2,1
56,76,Neg,0,1
61,61,Neg,1,1
272,97,Neg,2,1
110,105,Neg,0,1
86,76,Neg,0,1
79,56,Neg,0,1
80,76,Neg,2,1
111,52,Neg,0,1
18,48,Neg,0,1
53,86,Neg,1,1
382,114,Neg,0,1
26,46,Neg,2,1
3,75,Neg,2,1
142,81,Neg,0,1
49,65,Neg,0,1
43,61,Neg,1,1
28,69,Neg,1,1
83,99,Neg,0,1
27,94,Neg,1,1
11,83,Neg,0,1
41,63,Neg,0,1
28,51,Neg,1,1
135,80,Neg,0,1
19,59,Neg,0,1
75,71,Neg,0,1
169,68,Neg,0,1
7,39,Neg,0,1
81,62,Neg,0,1
175,129,Neg,0,1
58,65,Neg,0,1
11,48,Neg,1,1
200,97,Neg,2,1
4,39,Neg,1,1
39,101,Neg,0,1
46,36,Neg,2,1
7,37,Neg,1,1
45,58,Neg,0,1
33,100,Neg,2,1
60,73,Neg,1,1
54,114,Neg,0,1
163,67,Neg,1,1
71,89,Neg,1,1
93,86,Neg,2,1
43,69,Neg,2,1
29,72,Neg,1,1
68,89,Neg,2,1
115,75,Neg,2,1
102,100,Neg,0,1
5,24,Neg,0,1
8,76,Neg,0,1
27,71,Neg,0,1
158,87,Neg,0,1
58,53,Neg,2,1
66,75,Neg,0,1
54,82,Neg,0,1
34,46,Neg,0,1
97,66,Neg,1,1
86,82,Neg,1,1
65,58,Neg,1,1
19,60,Neg,0,1
65,82,Neg,2,1
30,43,Neg,0,1
29,93,Neg,0,1
62,57,Neg,0,1
151,79,Neg,1,1
78,119,Neg,2,1
102,61,Neg,1,1
49,61,Neg,0,1
22,80,Neg,0,1
103,82,Neg,1,1
64,67,Neg,1,1
54,91,Neg,1,1
21,95,Neg,0,1
42,67,Neg,1,1
88,92,Neg,0,1
18,85,Neg,0,1
49,64,Neg,1,1
135,83,Neg,2,1
153,73,Neg,0,1
21,55,Neg,0,1
50,80,Neg,0,1
18,69,Neg,1,1
51,51,Neg,2,1
152,93,Neg,1,1
154,93,Neg,0,1
58,72,Neg,0,1
42,54,Neg,1,1
77,66,Neg,2,1
84,91,Neg,1,1
169,133,Neg,2,1
2,82,Neg,0,1
106,90,Neg,1,1
8,53,Neg,0,1
67,51,Neg,1,1
76,84,Neg,0,1
41,72,Neg,0,1
69,76,Neg,1,1
91,63,Neg,1,1
42,57,Neg,0,1
151,81,Neg,0,1
86,52,Neg,2,1
67,79,Neg,0,1
28,68,Neg,0,1
115,75,Neg,1,1
53,84,Neg,0,1
76,64,Neg,1,1
120,62,Neg,1,1
20,72,Neg,0,1
50,47,Neg,1,1
95,59,Neg,2,1
29,51,Neg,2,1
157,83,Neg,0,1
15,57,Neg,1,1
16,90,Neg,0,1
57,74,Neg,1,1
27,68,Neg,1,1
6,52,Neg,0,1
93,86,Neg,0,1
47,72,Neg,1,1
57,58,Neg,0,1
105,112,Neg,0,1
46,98,Neg,2,1
75,52,Neg,2,1
37,73,Neg,0,1
161,89,Neg,1,1
88,82,Neg,1,1
30,67,Neg,1,1
41,89,Neg,0,1
62,89,Neg,0,1
89,62,Neg,0,1
23,60,Neg,1,1
30,85,Neg,1,1
27,79,Neg,0,1
80,66,Neg,0,1
33,74,Neg,0,1
9,56,Neg,1,1
17,70,Neg,1,1
51,67,Neg,0,1
138,76,Neg,1,1
180,90,Neg,0,1
42,54,Neg,1,1
53,69,Neg,2,1
3,91,Neg,1,1
89,64,Neg,0,1
63,88,Neg,0,1
34,53,Neg,0,1
17,105,Neg,1,1
29,62,Neg,1,1
2,81,Neg,1,1
14,78,Neg,0,1
38,55,Neg,2,1
129,52,Neg,0,1
59,82,Neg,0,1
48,77,Neg,0,1
10,42,Neg,2,1
72,75,Neg,1,1
83,106,Neg,0,1
73,51,Neg,1,1
26,48,Neg,2,1
49,97,Neg,0,1
24,77,Neg,0,1
60,41,Neg,0,1
286,98,Neg,2,1
44,80,Neg,1,1
40,50,Neg,2,1
15,59,Neg,1,1
21,55,Neg,2,1
14,78,Neg,0,1
99,91,Neg,2,1
131,62,Neg,2,1
67,52,Neg,1,1
124,88,Neg,0,1
5143,2763,Neg,1,1
109,72,Neg,0,1
107,75,Neg,0,1
70,70,Neg,0,1
77,120,Neg,0,1
23,83,Neg,2,1
213,95,Neg,2,1
105,64,Neg,0,1
68,63,Neg,0,1
137,111,Neg,1,1
57,62,Neg,1,1
97,65,Neg,0,1
133,64,Neg,2,1
91,65,Neg,0,1
88,73,Neg,1,1
38,65,Neg,1,1
23,52,Neg,1,1
63,48,Neg,0,1
24,58,Neg,1,1
12,56,Neg,0,1
50,74,Neg,0,1
123,81,Neg,0,1
39,85,Neg,1,1
22,61,Neg,1,1
11,87,Neg,0,1
130,59,Neg,1,1
64,44,Neg,0,1
8,80,Neg,1,1
31,51,Neg,0,1
174,92,Neg,0,1
7,59,Neg,2,1
127,85,Neg,1,1
20,82,Neg,0,1
88,107,Neg,0,1
47,37,Neg,0,1
53,48,Neg,2,1
39,78,Neg,1,1
34,92,Neg,1,1
40,68,Neg,1,1
3,84,Neg,1,1
126,64,Neg,0,1
74,75,Neg,2,1
33,82,Neg,2,1
63,56,Neg,1,1
174,70,Neg,1,1
45,42,Neg,0,1
17,58,Neg,1,1
112,70,Neg,1,1
103,73,Neg,0,1
43,54,Neg,1,1
104,69,Neg,0,1
129,109,Neg,0,1
8,54,Neg,0,1
63,89,Neg,0,1
127,76,Neg,0,1
22,40,Neg,1,1
1,56,Neg,1,1
214,103,Neg,1,1
35,31,Neg,0,1
187,68,Neg,0,1
89,80,Neg,0,1
102,87,Neg,0,1
66,107,Neg,0,1
110,58,Neg,0,1
125,64,Neg,0,1
150,101,Neg,1,1
21,82,Neg,0,1
84,54,Neg,2,1
59,57,Neg,1,1
13,87,Neg,1,1
3,35,Neg,0,1
67,79,Neg,0,1
96,105,Neg,2,1
39,71,Neg,0,1
24,45,Neg,1,1
133,108,Neg,2,1
18,43,Neg,2,1
18,68,Neg,0,1
115,97,Neg,1,1
392,237,Neg,2,1
17,70,Neg,1,1
29,56,Neg,1,1
108,48,Neg,0,1
68,85,Neg,0,1
8,50,Neg,0,1
18,44,Neg,1,1
51,62,Neg,0,1
130,78,Neg,2,1
1,31,Neg,0,1
31,63,Neg,2,1
39,102,Neg,0,1
153,101,Neg,1,1
83,57,Neg,0,1
121,105,Neg,1,1
48,139,Neg,1,1
35,58,Neg,0,1
102,79,Neg,0,1
143,76,Neg,1,1
258,95,Neg,2,1
153,71,Neg,0,1
202,101,Neg,2,1
16,69,Neg,0,1
41,73,Neg,0,1
18,83,Neg,2,1
212,107,Neg,0,1
106,65,Neg,0,1
60,75,Neg,0,1
31,86,Neg,0,1
13,58,Neg,1,1
49,72,Neg,0,1
66,63,Neg,1,1
158,67,Neg,0,1
66,79,Neg,2,1
21,62,Neg,0,1
39,48,Neg,2,1
165,124,Neg,0,1
4,82,Neg,0,1
69,80,Neg,1,1
62,136,Neg,1,1
74,56,Neg,0,1
13,78,Neg,0,1
55,76,Neg,0,1
11,54,Neg,1,1
34,88,Neg,2,1
70,67,Neg,1,1
72,81,Neg,0,1
119,78,Neg,1,1
54,69,Neg,1,1
47,59,Neg,0,1
130,55,Neg,0,1
213,107,Neg,1,1
79,92,Neg,1,1
80,77,Neg,1,1
26,66,Neg,0,1
52,71,Neg,0,1
23,89,Neg,0,1
166,95,Neg,1,1
31,77,Neg,1,1
132,69,Neg,2,1
161,76,Neg,1,1
75,90,Neg,0,1
179,89,Neg,0,1
5,51,Neg,1,1
74,81,Neg,0,1
69,65,Neg,1,1
183,79,Neg,0,1
50,73,Neg,1,1
97,79,Neg,1,1
138,87,Neg,0,1
65,68,Neg,1,1
73,78,Neg,1,1
29,63,Neg,0,1
54,50,Neg,0,1
50,107,Neg,1,1
141,62,Neg,0,1
16,60,Neg,0,1
55,104,Neg,0,1
83,113,Neg,0,1
37,41,Neg,1,1
23,51,Neg,1,1
160,71,Neg,1,1
83,66,Neg,2,1
35,81,Neg,0,1
1,48,Neg,1,1
183,103,Neg,2,1
145,108,Neg,0,1
23,68,Neg,1,1
79,101,Neg,0,1
93,61,Neg,0,1
89,59,Neg,1,1
47,70,Neg,1,1
51,77,Neg,0,1
154,74,Neg,1,1
117,92,Neg,2,1
50,59,Neg,0,1
38,62,Neg,0,1
55,48,Neg,0,1
53,61,Neg,1,1
7,53,Neg,1,1
149,101,Neg,1,1
47,80,Neg,0,1
144,66,Neg,0,1
16,103,Neg,0,1
28,58,Neg,2,1
48,50,Neg,0,1
68,105,Neg,1,1
64,61,Neg,1,1
116,71,Neg,0,1
8,37,Neg,1,1
91,86,Neg,1,1
16,75,Neg,0,1
15,95,Neg,2,1
6,41,Neg,0,1
13,58,Neg,2,1
64,76,Neg,1,1
4,62,Neg,0,1
36,66,Neg,0,1
62,64,Neg,1,1
132,94,Neg,0,1
66,74,Neg,0,1
171,90,Neg,2,1
14,64,Neg,0,1
82,88,Neg,1,1
76,69,Neg,0,1
69,79,Neg,0,1
26,69,Neg,0,1
46,64,Neg,1,1
69,46,Neg,1,1
44,120,Neg,1,1
94,60,Neg,0,1
53,87,Neg,2,1
44,99,Neg,1,1
4,72,Neg,0,1
46,66,Neg,2,1
51,58,Neg,2,1
71,79,Neg,0,1
81,116,Neg,0,1
13,83,Neg,2,1
75,69,Neg,0,1
57,63,Neg,2,1
116,60,Neg,0,1
93,58,Neg,2,1
36,57,Neg,0,1
39,35,Neg,0,1
15,27,Neg,1,1
93,72,Neg,0,1
65,93,Neg,1,1
10,75,Neg,0,1
113,84,Neg,0,1
66,54,Neg,0,1
44,90,Neg,0,1
79,72,Neg,0,1
148,107,Neg,0,1
60,62,Neg,0,1
65,48,Neg,1,1
80,64,Neg,0,1
32,81,Neg,1,1
30,63,Neg,0,1
6,86,Neg,0,1
48,60,Neg,1,1
104,70,Neg,1,1
88,82,Neg,0,1
25,53,Neg,0,1
7,47,Neg,0,1
29,91,Neg,0,1
16,60,Neg,1,1
136,101,Neg,0,1
13,49,Neg,0,1
4,74,Neg,0,1
88,142,Neg,2,1
166,100,Neg,0,1
27,48,Neg,1,1
82,96,Neg,0,1
13,95,Neg,0,1
83,90,Neg,0,1
143,92,Neg,1,1
133,68,Neg,1,1
106,69,Neg,1,1
167,87,Neg,2,1
70,75,Neg,0,1
30,72,Neg,1,1
37,54,Neg,0,1
4,70,Neg,0,1
155,91,Neg,2,1
78,72,Neg,0,1
44,67,Neg,0,1
49,35,Neg,2,1
17,66,Neg,0,1
55,119,Neg,2,1
35,63,Neg,1,1
43,79,Neg,0,1
24,75,Neg,1,1
144,80,Neg,1,1
159,60,Neg,0,1
3,46,Neg,0,1
61,60,Neg,0,1
55,86,Neg,0,1
65,87,Neg,0,1
16,40,Neg,1,1
24,42,Neg,0,1
4155,2889,Neg,0,1
54,82,Neg,0,1
93,55,Neg,0,1
16,65,Neg,0,1
122,64,Neg,0,1
69,104,Neg,1,1
28,70,Neg,1,1
144,58,Neg,0,1
55,61,Neg,0,1
142,78,Neg,2,1
119,60,Neg,0,1
67,49,Neg,2,1
36,53,Neg,0,1
35,51,Neg,1,1
48,60,Neg,0,1
34,69,Neg,1,1
20,79,Neg,1,1
16,56,Neg,0,1
55,80,Neg,0,1
48,61,Neg,0,1
13,69,Neg,1,1
91,74,Neg,1,1
60,45,Neg,1,1
10,67,Neg,0,1
40,71,Neg,1,1
55,88,Neg,0,1
111,54,Neg,1,1
33,55,Neg,2,1
91,71,Neg,1,1
5,108,Neg,0,1
115,77,Neg,1,1
105,63,Neg,1,1
145,65,Neg,1,1
167,76,Neg,0,1
9,51,Neg,0,1
52,66,Neg,0,1
38,53,Neg,1,1
13,57,Neg,0,1
89,83,Neg,1,1
38,55,Neg,2,1
14,100,Neg,1,1
272,89,Neg,2,1
39,81,Neg,0,1
14,32,Neg,1,1
26,75,Neg,1,1
19,95,Neg,0,1
154,68,Neg,1,1
58,55,Neg,2,1
66,78,Neg,0,1
78,82,Neg,0,1
62,84,Neg,0,1
129,109,Neg,1,1
48,72,Neg,0,1
202,108,Neg,1,1
108,67,Neg,1,1
67,76,Neg,0,1
39,57,Neg,0,1
92,90,Neg,1,1
98,62,Neg,0,1
76,129,Neg,1,1
41,101,Neg,0,1
93,53,Neg,0,1
30,87,Neg,2,1
196,128,Neg,0,1
77,86,Neg,0,1
12,51,Neg,0,1
32,59,Neg,0,1
26,97,Neg,1,1
72,67,Neg,2,1
35,64,Neg,1,1
126,59,Neg,0,1
47,83,Neg,0,1
11,58,Neg,1,1
85,84,Neg,2,1
28,58,Neg,0,1
148,84,Neg,0,1
33,57,Neg,1,1
114,86,Neg,0,1
122,57,Neg,0,1
100,78,Neg,0,1
84,73,Neg,0,1
47,60,Neg,0,1
91,65,Neg,0,1
131,62,Neg,2,1
136,56,Neg,1,1
55,68,Neg,1,1
58,76,Neg,0,1
63,69,Neg,0,1
41,86,Neg,0,1
148,82,Neg,0,1
234,94,Neg,0,1
91,80,Neg,0,1
29,77,Neg,1,1
19,52,Neg,1,1
17,44,Neg,0,1
46,64,Neg,1,1
6,61,Neg,2,1
54,85,Neg,0,1
97,62,Neg,2,1
66,62,Neg,2,1
11,48,Neg,1,1
70,78,Neg,0,1
57,74,Neg,1,1
37,80,Neg,0,1
133,70,Neg,0,1
118,116,Neg,2,1
12,57,Neg,1,1
30,58,Neg,1,1
54,73,Neg,0,1
128,84,Neg,1,1
48,59,Neg,1,1
236,80,Neg,1,1
152,69,Neg,2,1
82,68,Neg,0,1
127,69,Neg,0,1
114,78,Neg,0,1
165,84,Neg,0,1
20,58,Neg,0,1
75,40,Neg,0,1
24,94,Neg,0,1
60,81,Neg,0,1
67,107,Neg,0,1
110,59,Neg,2,1
121,87,Neg,0,1
35,99,Neg,0,1
8,64,Neg,1,1
10,64,Neg,1,1
141,65,Neg,1,1
9,63,Neg,0,1
92,54,Neg,0,1
108,101,Neg,0,1
21,81,Neg,2,1
57,78,Neg,0,1
32,57,Neg,1,1
214,102,Neg,2,1
50,82,Neg,1,1
165,89,Neg,2,1
84,93,Neg,0,1
66,60,Neg,1,1
111,76,Neg,0,1
68,79,Neg,0,1
54,63,Neg,0,1
8,69,Neg,0,1
7,45,Neg,1,1
175,86,Neg,1,1
120,86,Neg,1,1
102,77,Neg,1,1
53,86,Neg,0,1
43,76,Neg,2,1
24,49,Neg,0,1
160,67,Neg,0,1
52,65,Neg,0,1
12,59,Neg,1,1
92,140,Neg,0,1
21,45,Neg,1,1
115,82,Neg,1,1
65,71,Neg,0,1
125,114,Neg,0,1
14,57,Neg,1,1
135,78,Neg,0,1
21,69,Neg,0,1
54,75,Neg,1,1
3,30,Neg,1,1
96,89,Neg,1,1
10,80,Neg,0,1
10,34,Neg,0,1
166,81,Neg,0,1
120,83,Neg,1,1
82,86,Neg,0,1
83,107,Neg,1,1
64,54,Neg,0,1
40,87,Neg,1,1
9,46,Neg,0,1
12,40,Neg,0,1
32,67,Neg,1,1
32,56,Neg,1,1
52,78,Neg,1,1
90,59,Neg,1,1
98,85,Neg,1,1
105,87,Neg,0,1
41,111,Neg,0,1
127,63,Neg,2,1
199,79,Neg,0,1
76,63,Neg,1,1
121,76,Neg,0,1
55,66,Neg,2,1
78,67,Neg,0,1
72,100,Neg,0,1
27,66,Neg,0,1
36,69,Neg,0,1
28,74,Neg,0,1
63,67,Neg,1,1
116,84,Neg,0,1
174,90,Neg,0,1
2,61,Neg,0,1
126,81,Neg,0,1
7,87,Neg,2,1
14,44,Neg,1,1
36,99,Neg,0,1
99,104,Neg,0,1
49,78,Neg,0,1
16,51,Neg,0,1
5,108,Neg,0,1
23,51,Neg,0,1
83,83,Neg,2,1
98,75,Neg,0,1
23,76,Neg,0,1
55,98,Neg,0,1
39,52,Neg,1,1
72,76,Neg,2,1
179,116,Neg,2,1
11,70,Neg,0,1
79,76,Neg,0,1
93,52,Neg,0,1
53,44,Neg,0,1
66,46,Neg,2,1
41,61,Neg,0,1
58,72,Neg,1,1
77,71,Neg,2,1
59,90,Neg,1,1
83,53,Neg,0,1
208,92,Neg,0,1
62,76,Neg,0,1
295,115,Neg,2,1
60,68,Neg,2,1
28,80,Neg,2,1
65,64,Neg,0,1
3,76,Neg,1,1
137,64,Neg,1,1
57,67,Neg,0,1
1,51,Neg,0,1
49,58,Neg,2,1
131,86,Neg,0,1
31,47,Neg,0,1
221,107,Neg,0,1
44,65,Neg,0,1
91,95,Neg,1,1
134,106,Neg,2,1
194,100,Neg,0,1
106,75,Neg,1,1
57,49,Neg,1,1
10,94,Neg,0,1
8,77,Neg,1,1
60,57,Neg,0,1
82,67,Neg,1,1
69,72,Neg,0,1
18,52,Neg,2,1
67,59,Neg,0,1
72,57,Neg,2,1
20,61,Neg,1,1
107,107,Neg,2,1
16,83,Neg,1,1
16,62,Neg,2,1
159,96,Neg,1,1
150,84,Neg,1,1
9,66,Neg,2,1
29,45,Neg,0,1
154,96,Neg,0,1
42,77,Neg,1,1
3,57,Neg,0,1
176,80,Neg,0,1
134,92,Neg,1,1
122,74,Neg,0,1
11,90,Neg,0,1
12,42,Neg,1,1
44,97,Neg,0,1
75,85,Neg,2,1
34,47,Neg,0,1
138,75,Neg,0,1
11,69,Neg,1,1
86,105,Neg,1,1
12,74,Neg,0,1
89,85,Neg,1,1
202,90,Neg,0,1
15,56,Neg,2,1
53,81,Neg,1,1
76,85,Neg,0,1
32,52,Neg,1,1
33,92,Neg,0,1
63,68,Neg,0,1
122,74,Neg,0,1
30,94,Neg,1,1
20,71,Neg,1,1
139,55,Neg,0,1
118,94,Neg,0,1
21,95,Neg,0,1
15,84,Neg,1,1
49,73,Neg,1,1
11,44,Neg,0,1
46,61,Neg,2,1
102,132,Neg,2,1
2,46,Neg,1,1
17,73,Neg,2,1
42,75,Neg,0,1
26,73,Neg,0,1
113,72,Neg,0,1
43,79,Neg,0,1
96,62,Neg,2,1
82,74,Neg,0,1
19,50,Neg,0,1
29,52,Neg,0,1
182,92,Neg,0,1
32,47,Neg,1,1
82,88,Neg,1,1
1,43,Neg,0,1
43,40,Neg,1,1
30,42,Neg,0,1
126,142,Neg,1,1
103,65,Neg,0,1
66,43,Neg,0,1
58,79,Neg,1,1
24,123,Neg,0,1
66,50,Neg,0,1
95,63,Neg,0,1
87,53,Neg,0,1
96,70,Neg,0,1
153,80,Neg,2,1
105,71,Neg,2,1
146,74,Neg,1,1
108,59,Neg,1,1
46,64,Neg,1,1
48,84,Neg,0,1
180,79,Neg,0,1
12,69,Neg,2,1
88,86,Neg,2,1
95,55,Neg,0,1
40,58,Neg,0,1
35,67,Neg,2,1
87,95,Neg,0,1
2,45,Neg,0,1
36,88,Neg,1,1
44,56,Neg,0,1
94,70,Neg,0,1
18,51,Neg,1,1
137,99,Neg,2,1
132,120,Neg,1,1
53,61,Neg,0,1
122,130,Neg,2,1
155,74,Neg,2,1
27,46,Neg,0,1
20,53,Neg,1,1
79,49,Neg,0,1
51,61,Neg,1,1
73,80,Neg,0,1
64,68,Neg,0,1
16,72,Neg,0,1
44,45,Neg,1,1
2,73,Neg,1,1
149,86,Neg,2,1
15,38,Neg,0,1
107,70,Neg,1,1
3,67,Neg,0,1
169,83,Neg,0,1
12,56,Neg,0,1
35,40,Neg,1,1
1,45,Neg,0,1
96,62,Neg,0,1
36,63,Neg,1,1
37,75,Neg,0,1
51,54,Neg,0,1
58,75,Neg,0,1
22,77,Neg,2,1
5,89,Neg,1,1
147,113,Neg,1,1
75,73,Neg,1,1
21,67,Neg,0,1
124,139,Neg,1,1
71,76,Neg,2,1
160,90,Neg,1,1
