CFSE-A,sulfo-Cyanine5-A,replicate,sampleNum,cond,CFSE_cat,EU_cat
11746,4368,1,3,Ctrl,non-CFSE-low,EU-high
24451,5717,1,1,Ctrl,non-CFSE-low,EU-high
2011,3046,0,3,Ctrl,non-CFSE-low,EU-high
1366,2621,1,2,Ctrl,non-CFSE-low,EU-high
10233,5281,1,3,Ctrl,non-CFSE-low,EU-high
1432,3235,0,3,Ctrl,non-CFSE-low,EU-high
627,2251,0,1,Ctrl,CFSE-low,EU-high
1061,5185,1,2,Ctrl,CFSE-low,EU-high
634,1347,0,3,Ctrl,CFSE-low,EU-high
1233,1491,1,3,Ctrl,non-CFSE-low,EU-high
2652,1921,0,1,Ctrl,non-CFSE-low,EU-high
1581,613,1,3,Ctrl,non-CFSE-low,EU-low
848,34,1,3,Ctrl,CFSE-low,EU-low
4457,3449,1,1,Ctrl,non-CFSE-low,EU-high
21164,8165,1,3,Ctrl,non-CFSE-low,EU-high
1028,2643,0,2,Ctrl,CFSE-low,EU-high
1082,2613,0,1,Ctrl,CFSE-low,EU-high
1566,60,0,3,Ctrl,non-CFSE-low,EU-low
1557,291,1,3,Ctrl,non-CFSE-low,EU-low
13874,5009,0,2,Ctrl,non-CFSE-low,EU-high
5399,421,0,2,Ctrl,non-CFSE-low,EU-low
10467,2667,0,3,Ctrl,non-CFSE-low,EU-high
51940,4408,1,3,Ctrl,non-CFSE-low,EU-high
6816,6860,0,1,Ctrl,non-CFSE-low,EU-high
11926,5182,0,3,Ctrl,non-CFSE-low,EU-high
22160,8917,0,2,Ctrl,non-CFSE-low,EU-high
2146,1469,1,2,Ctrl,non-CFSE-low,EU-high
376,1809,0,1,Ctrl,CFSE-low,EU-high
10829,3714,0,3,Ctrl,non-CFSE-low,EU-high
1549,3285,0,2,Ctrl,non-CFSE-low,EU-high
18196,3693,0,1,Ctrl,non-CFSE-low,EU-high
1839,552,1,2,Ctrl,non-CFSE-low,EU-low
3557,4415,0,2,Ctrl,non-CFSE-low,EU-high
4819,4642,0,1,Ctrl,non-CFSE-low,EU-high
1363,1875,1,3,Ctrl,non-CFSE-low,EU-high
5852,2447,1,3,Ctrl,non-CFSE-low,EU-high
20774,7823,0,3,Ctrl,non-CFSE-low,EU-high
3628,2068,1,3,Ctrl,non-CFSE-low,EU-high
13036,424,1,3,Ctrl,non-CFSE-low,EU-low
1480,186,1,3,Ctrl,non-CFSE-low,EU-low
675,1603,1,3,Ctrl,CFSE-low,EU-high
1644,1007,0,3,Ctrl,non-CFSE-low,EU-low
25673,7342,0,3,Ctrl,non-CFSE-low,EU-high
269,1317,0,1,Ctrl,CFSE-low,EU-high
568,205,0,3,Ctrl,CFSE-low,EU-low
3089,2866,1,3,Ctrl,non-CFSE-low,EU-high
645,3326,0,2,Ctrl,CFSE-low,EU-high
2617,772,1,1,Ctrl,non-CFSE-low,EU-low
5606,5370,0,3,Ctrl,non-CFSE-low,EU-high
994,2174,1,2,Ctrl,CFSE-low,EU-high
1416,1986,0,1,Ctrl,non-CFSE-low,EU-high
6931,2829,0,2,Ctrl,non-CFSE-low,EU-high
982,3372,1,2,Ctrl,CFSE-low,EU-high
2186,2412,0,3,Ctrl,non-CFSE-low,EU-high
1727,3073,1,2,Ctrl,non-CFSE-low,EU-high
13345,2609,1,1,Ctrl,non-CFSE-low,EU-high
12917,5377,0,2,Ctrl,non-CFSE-low,EU-high
3245,5739,0,1,Ctrl,non-CFSE-low,EU-high
1512,1690,0,2,Ctrl,non-CFSE-low,EU-high
15716,7472,1,3,Ctrl,non-CFSE-low,EU-high
2356,3458,0,3,Ctrl,non-CFSE-low,EU-high
3924,2901,1,2,Ctrl,non-CFSE-low,EU-high
1636,1405,1,3,Ctrl,non-CFSE-low,EU-high
348,1377,0,3,Ctrl,CFSE-low,EU-high
991,3584,0,1,Ctrl,CFSE-low,EU-high
1327,4606,0,3,Ctrl,non-CFSE-low,EU-high
370,4186,0,1,Ctrl,CFSE-low,EU-high
1219,3864,1,3,Ctrl,non-CFSE-low,EU-high
3545,112,0,2,Ctrl,non-CFSE-low,EU-low
21140,1503,1,3,Ctrl,non-CFSE-low,EU-high
2601,2530,1,1,Ctrl,non-CFSE-low,EU-high
35012,15215,1,2,Ctrl,non-CFSE-low,EU-high
2025,793,1,3,Ctrl,non-CFSE-low,EU-low
2084,2733,0,3,Ctrl,non-CFSE-low,EU-high
8457,7952,0,3,Ctrl,non-CFSE-low,EU-high
8581,6239,1,1,Ctrl,non-CFSE-low,EU-high
144,50,0,3,Ctrl,CFSE-low,EU-low
266,1350,0,3,Ctrl,CFSE-low,EU-high
1580,1254,1,3,Ctrl,non-CFSE-low,EU-low
1963,1755,1,3,Ctrl,non-CFSE-low,EU-high
6620,1639,0,3,Ctrl,non-CFSE-low,EU-high
742,1812,0,2,Ctrl,CFSE-low,EU-high
3513,3842,0,3,Ctrl,non-CFSE-low,EU-high
11011,2261,1,1,Ctrl,non-CFSE-low,EU-high
2151,108,1,1,Ctrl,non-CFSE-low,EU-low
12650,7198,1,3,Ctrl,non-CFSE-low,EU-high
8356,2053,1,3,Ctrl,non-CFSE-low,EU-high
3897,2678,1,2,Ctrl,non-CFSE-low,EU-high
943,1651,0,3,Ctrl,CFSE-low,EU-high
7156,2230,1,3,Ctrl,non-CFSE-low,EU-high
1114,2020,0,2,Ctrl,non-CFSE-low,EU-high
5456,4585,1,1,Ctrl,non-CFSE-low,EU-high
2254,926,1,2,Ctrl,non-CFSE-low,EU-low
11554,2580,0,3,Ctrl,non-CFSE-low,EU-high
790,6481,0,3,Ctrl,CFSE-low,EU-high
792,2977,1,2,Ctrl,CFSE-low,EU-high
693,1004,0,2,Ctrl,CFSE-low,EU-low
4605,1916,1,3,Ctrl,non-CFSE-low,EU-high
10387,6656,0,2,Ctrl,non-CFSE-low,EU-high
1722,3314,0,3,Ctrl,non-CFSE-low,EU-high
16683,2610,1,3,Ctrl,non-CFSE-low,EU-high
2279,2117,0,3,Ctrl,non-CFSE-low,EU-high
18043,6601,1,3,Ctrl,non-CFSE-low,EU-high
1700,80,1,3,Ctrl,non-CFSE-low,EU-low
1423,1347,0,3,Ctrl,non-CFSE-low,EU-high
598,3294,1,2,Ctrl,CFSE-low,EU-high
3531,3739,1,1,Ctrl,non-CFSE-low,EU-high
14118,5155,0,1,Ctrl,non-CFSE-low,EU-high
2569,2035,0,2,Ctrl,non-CFSE-low,EU-high
4338,2887,1,3,Ctrl,non-CFSE-low,EU-high
1124,1352,0,1,Ctrl,non-CFSE-low,EU-high
15154,8561,0,3,Ctrl,non-CFSE-low,EU-high
4486,469,1,3,Ctrl,non-CFSE-low,EU-low
25140,3160,0,1,Ctrl,non-CFSE-low,EU-high
6184,4223,0,3,Ctrl,non-CFSE-low,EU-high
9439,5714,1,2,Ctrl,non-CFSE-low,EU-high
2688,1713,1,3,Ctrl,non-CFSE-low,EU-high
3612,6383,1,3,Ctrl,non-CFSE-low,EU-high
1534,5496,0,1,Ctrl,non-CFSE-low,EU-high
4915,3143,1,3,Ctrl,non-CFSE-low,EU-high
650,1587,0,3,Ctrl,CFSE-low,EU-high
1486,2386,1,3,Ctrl,non-CFSE-low,EU-high
342,2059,1,3,Ctrl,CFSE-low,EU-high
8949,2341,1,3,Ctrl,non-CFSE-low,EU-high
554,23,0,2,Ctrl,CFSE-low,EU-low
5368,1929,0,1,Ctrl,non-CFSE-low,EU-high
1288,2641,0,1,Ctrl,non-CFSE-low,EU-high
4024,1879,0,2,Ctrl,non-CFSE-low,EU-high
13403,5277,0,1,Ctrl,non-CFSE-low,EU-high
6396,2478,1,3,Ctrl,non-CFSE-low,EU-high
2212,1801,0,3,Ctrl,non-CFSE-low,EU-high
6481,3406,0,3,Ctrl,non-CFSE-low,EU-high
845,4815,0,2,Ctrl,CFSE-low,EU-high
4143,2189,0,3,Ctrl,non-CFSE-low,EU-high
4499,6229,1,2,Ctrl,non-CFSE-low,EU-high
1907,4322,1,2,Ctrl,non-CFSE-low,EU-high
2736,2056,1,3,Ctrl,non-CFSE-low,EU-high
1466,2062,1,1,Ctrl,non-CFSE-low,EU-high
6511,2214,0,1,Ctrl,non-CFSE-low,EU-high
4470,2244,1,3,Ctrl,non-CFSE-low,EU-high
1398,1754,1,3,Ctrl,non-CFSE-low,EU-high
1459,1309,0,2,Ctrl,non-CFSE-low,EU-high
996,3216,1,2,Ctrl,CFSE-low,EU-high
10390,6461,1,1,Ctrl,non-CFSE-low,EU-high
19263,2656,0,3,Ctrl,non-CFSE-low,EU-high
2306,2035,1,3,Ctrl,non-CFSE-low,EU-high
1695,2856,1,2,Ctrl,non-CFSE-low,EU-high
667,2772,0,3,Ctrl,CFSE-low,EU-high
3058,6539,1,3,Ctrl,non-CFSE-low,EU-high
5830,4613,1,2,Ctrl,non-CFSE-low,EU-high
2549,3145,0,2,Ctrl,non-CFSE-low,EU-high
3785,1756,0,3,Ctrl,non-CFSE-low,EU-high
2687,3535,1,3,Ctrl,non-CFSE-low,EU-high
5046,2942,0,3,Ctrl,non-CFSE-low,EU-high
420,466,1,3,Ctrl,CFSE-low,EU-low
606,2641,0,3,Ctrl,CFSE-low,EU-high
640,1356,1,1,Ctrl,CFSE-low,EU-high
5896,3870,1,3,Ctrl,non-CFSE-low,EU-high
2483,1677,1,3,Ctrl,non-CFSE-low,EU-high
2709,2157,0,2,Ctrl,non-CFSE-low,EU-high
5538,4821,0,1,Ctrl,non-CFSE-low,EU-high
2267,4143,0,3,Ctrl,non-CFSE-low,EU-high
971,1398,0,1,Ctrl,CFSE-low,EU-high
584,4290,0,2,Ctrl,CFSE-low,EU-high
3779,3570,1,3,Ctrl,non-CFSE-low,EU-high
12916,5138,0,2,Ctrl,non-CFSE-low,EU-high
13145,2128,0,3,Ctrl,non-CFSE-low,EU-high
3618,2159,1,2,Ctrl,non-CFSE-low,EU-high
7324,6635,1,3,Ctrl,non-CFSE-low,EU-high
9259,2961,0,1,Ctrl,non-CFSE-low,EU-high
1724,1083,1,1,Ctrl,non-CFSE-low,EU-low
1812,1813,0,1,Ctrl,non-CFSE-low,EU-high
842,1663,0,3,Ctrl,CFSE-low,EU-high
15388,5643,0,2,Ctrl,non-CFSE-low,EU-high
754,3084,1,1,Ctrl,CFSE-low,EU-high
14430,7501,0,3,Ctrl,non-CFSE-low,EU-high
17153,4048,0,1,Ctrl,non-CFSE-low,EU-high
770,2147,1,1,Ctrl,CFSE-low,EU-high
16792,1521,0,1,Ctrl,non-CFSE-low,EU-high
11599,9097,0,3,Ctrl,non-CFSE-low,EU-high
6178,526,1,3,Ctrl,non-CFSE-low,EU-low
5976,4761,0,1,Ctrl,non-CFSE-low,EU-high
6652,3367,1,1,Ctrl,non-CFSE-low,EU-high
1247,1644,1,2,Ctrl,non-CFSE-low,EU-high
5771,3195,0,3,Ctrl,non-CFSE-low,EU-high
400,1717,0,3,Ctrl,CFSE-low,EU-high
7909,3420,1,3,Ctrl,non-CFSE-low,EU-high
4813,5488,1,3,Ctrl,non-CFSE-low,EU-high
1169,2253,1,1,Ctrl,non-CFSE-low,EU-high
1023,5056,0,3,Ctrl,CFSE-low,EU-high
3812,2582,1,3,Ctrl,non-CFSE-low,EU-high
2168,2020,1,1,Ctrl,non-CFSE-low,EU-high
5418,1998,0,1,Ctrl,non-CFSE-low,EU-high
3902,761,0,2,Ctrl,non-CFSE-low,EU-low
1119,77,0,1,Ctrl,non-CFSE-low,EU-low
4203,495,0,1,Ctrl,non-CFSE-low,EU-low
4178,3586,1,2,Ctrl,non-CFSE-low,EU-high
465,2256,1,1,Ctrl,CFSE-low,EU-high
5316,2028,1,3,Ctrl,non-CFSE-low,EU-high
621,4204,1,2,Ctrl,CFSE-low,EU-high
5964,4266,0,3,Ctrl,non-CFSE-low,EU-high
1215,1779,1,3,Ctrl,non-CFSE-low,EU-high
11525,3569,1,3,Ctrl,non-CFSE-low,EU-high
7492,4234,0,1,Ctrl,non-CFSE-low,EU-high
11134,3636,0,1,Ctrl,non-CFSE-low,EU-high
1039,1087,1,3,Ctrl,CFSE-low,EU-low
9123,5464,1,3,Ctrl,non-CFSE-low,EU-high
23035,4394,1,3,Ctrl,non-CFSE-low,EU-high
8205,1267,0,1,Ctrl,non-CFSE-low,EU-low
3858,1414,0,1,Ctrl,non-CFSE-low,EU-high
3115,2472,0,2,Ctrl,non-CFSE-low,EU-high
21755,6113,0,3,Ctrl,non-CFSE-low,EU-high
690,1706,0,3,Ctrl,CFSE-low,EU-high
3707,4163,0,1,Ctrl,non-CFSE-low,EU-high
2649,2694,0,2,Ctrl,non-CFSE-low,EU-high
39822,6807,1,2,Ctrl,non-CFSE-low,EU-high
4576,3879,0,2,Ctrl,non-CFSE-low,EU-high
25822,4323,0,3,Ctrl,non-CFSE-low,EU-high
1139,163,1,3,Ctrl,non-CFSE-low,EU-low
13693,6967,0,2,Ctrl,non-CFSE-low,EU-high
496,3149,0,3,Ctrl,CFSE-low,EU-high
5861,4141,1,2,Ctrl,non-CFSE-low,EU-high
1608,153,1,1,Ctrl,non-CFSE-low,EU-low
3396,3166,1,2,Ctrl,non-CFSE-low,EU-high
3918,2562,1,2,Ctrl,non-CFSE-low,EU-high
1124,1840,0,3,Ctrl,non-CFSE-low,EU-high
943,2905,0,3,Ctrl,CFSE-low,EU-high
3903,2353,0,3,Ctrl,non-CFSE-low,EU-high
3049,622,0,1,Ctrl,non-CFSE-low,EU-low
10014,3273,1,3,Ctrl,non-CFSE-low,EU-high
1851,190,1,1,Ctrl,non-CFSE-low,EU-low
1843,3699,0,3,Ctrl,non-CFSE-low,EU-high
6755,2888,1,1,Ctrl,non-CFSE-low,EU-high
234,2304,1,2,Ctrl,CFSE-low,EU-high
13907,1605,0,3,Ctrl,non-CFSE-low,EU-high
1625,1542,0,1,Ctrl,non-CFSE-low,EU-high
860,2929,0,3,Ctrl,CFSE-low,EU-high
21197,5149,1,1,Ctrl,non-CFSE-low,EU-high
1107,1990,0,2,Ctrl,non-CFSE-low,EU-high
3708,110,1,1,Ctrl,non-CFSE-low,EU-low
4972,1852,1,2,Ctrl,non-CFSE-low,EU-high
904,1697,1,2,Ctrl,CFSE-low,EU-high
1159,354,0,2,Ctrl,non-CFSE-low,EU-low
579,1824,0,3,Ctrl,CFSE-low,EU-high
1224,1106,0,2,Ctrl,non-CFSE-low,EU-low
1150,2453,1,3,Ctrl,non-CFSE-low,EU-high
5584,2862,0,3,Ctrl,non-CFSE-low,EU-high
4942,3422,1,2,Ctrl,non-CFSE-low,EU-high
3531,2030,0,1,Ctrl,non-CFSE-low,EU-high
1673,371,0,1,Ctrl,non-CFSE-low,EU-low
1870,1813,0,1,Ctrl,non-CFSE-low,EU-high
236,521,1,2,Ctrl,CFSE-low,EU-low
1327,2149,0,2,Ctrl,non-CFSE-low,EU-high
4950,1952,0,2,Ctrl,non-CFSE-low,EU-high
1789,1941,1,3,Ctrl,non-CFSE-low,EU-high
2720,2362,0,3,Ctrl,non-CFSE-low,EU-high
548,1082,1,1,Ctrl,CFSE-low,EU-low
28181,5836,0,3,Ctrl,non-CFSE-low,EU-high
782,1471,1,3,Ctrl,CFSE-low,EU-high
1138,1698,0,3,Ctrl,non-CFSE-low,EU-high
13650,2937,1,2,Ctrl,non-CFSE-low,EU-high
14003,2298,1,2,Ctrl,non-CFSE-low,EU-high
3016,1338,0,2,Ctrl,non-CFSE-low,EU-high
2641,3545,0,1,Ctrl,non-CFSE-low,EU-high
3572,3488,1,3,Ctrl,non-CFSE-low,EU-high
9138,7594,0,1,Ctrl,non-CFSE-low,EU-high
28427,9150,0,2,Ctrl,non-CFSE-low,EU-high
1858,299,1,2,Ctrl,non-CFSE-low,EU-low
4102,3658,0,3,Ctrl,non-CFSE-low,EU-high
1867,1934,0,3,Ctrl,non-CFSE-low,EU-high
2543,1818,1,3,Ctrl,non-CFSE-low,EU-high
2134,1299,1,3,Ctrl,non-CFSE-low,EU-high
11477,6031,1,1,Ctrl,non-CFSE-low,EU-high
8557,1115,0,3,Ctrl,non-CFSE-low,EU-low
20892,8671,1,2,Ctrl,non-CFSE-low,EU-high
17422,1870,0,2,Ctrl,non-CFSE-low,EU-high
7742,2086,0,1,Ctrl,non-CFSE-low,EU-high
845,1922,1,3,Ctrl,CFSE-low,EU-high
6881,5011,0,3,Ctrl,non-CFSE-low,EU-high
3334,4256,1,2,Ctrl,non-CFSE-low,EU-high
6906,2494,0,3,Ctrl,non-CFSE-low,EU-high
682,3433,0,2,Ctrl,CFSE-low,EU-high
4209,7502,0,2,Ctrl,non-CFSE-low,EU-high
516,2051,0,1,Ctrl,CFSE-low,EU-high
2310,874,1,3,Ctrl,non-CFSE-low,EU-low
841,1542,1,3,Ctrl,CFSE-low,EU-high
15684,6083,1,2,Ctrl,non-CFSE-low,EU-high
4421,2366,1,3,Ctrl,non-CFSE-low,EU-high
2148,4609,0,3,Ctrl,non-CFSE-low,EU-high
1290,3229,0,1,Ctrl,non-CFSE-low,EU-high
13365,5964,0,3,Ctrl,non-CFSE-low,EU-high
1273,313,0,2,Ctrl,non-CFSE-low,EU-low
6704,7981,1,1,Ctrl,non-CFSE-low,EU-high
1689,2103,1,1,Ctrl,non-CFSE-low,EU-high
5426,1432,1,3,Ctrl,non-CFSE-low,EU-high
7383,973,1,3,Ctrl,non-CFSE-low,EU-low
1694,1192,0,1,Ctrl,non-CFSE-low,EU-low
8345,4521,0,3,Ctrl,non-CFSE-low,EU-high
11353,1059,1,2,Ctrl,non-CFSE-low,EU-low
12617,2669,0,1,Ctrl,non-CFSE-low,EU-high
2737,4584,0,1,Ctrl,non-CFSE-low,EU-high
2825,1357,0,3,Ctrl,non-CFSE-low,EU-high
2309,42,0,2,Ctrl,non-CFSE-low,EU-low
1450,5964,0,3,Ctrl,non-CFSE-low,EU-high
1538,1015,1,3,Ctrl,non-CFSE-low,EU-low
757,3620,0,2,Ctrl,CFSE-low,EU-high
5448,4114,1,2,Ctrl,non-CFSE-low,EU-high
13020,3275,0,1,Ctrl,non-CFSE-low,EU-high
30612,4135,1,2,Ctrl,non-CFSE-low,EU-high
648,32,0,1,Ctrl,CFSE-low,EU-low
8552,6683,0,1,Ctrl,non-CFSE-low,EU-high
1508,3121,0,1,Ctrl,non-CFSE-low,EU-high
18278,4561,1,1,Ctrl,non-CFSE-low,EU-high
2919,4959,1,3,Ctrl,non-CFSE-low,EU-high
6943,2134,1,3,Ctrl,non-CFSE-low,EU-high
1575,6398,0,2,Ctrl,non-CFSE-low,EU-high
1366,2744,1,1,Ctrl,non-CFSE-low,EU-high
1606,3057,1,3,Ctrl,non-CFSE-low,EU-high
4036,2536,0,2,Ctrl,non-CFSE-low,EU-high
5416,3486,1,2,Ctrl,non-CFSE-low,EU-high
1258,338,1,3,Ctrl,non-CFSE-low,EU-low
1410,215,0,2,Ctrl,non-CFSE-low,EU-low
4612,2412,0,1,Ctrl,non-CFSE-low,EU-high
2301,1427,1,3,Ctrl,non-CFSE-low,EU-high
15939,1595,1,1,Ctrl,non-CFSE-low,EU-high
1785,2340,0,2,Ctrl,non-CFSE-low,EU-high
14970,2853,0,2,Ctrl,non-CFSE-low,EU-high
4651,5597,0,1,Ctrl,non-CFSE-low,EU-high
7290,2774,0,1,Ctrl,non-CFSE-low,EU-high
10533,3374,1,1,Ctrl,non-CFSE-low,EU-high
6661,3185,1,2,Ctrl,non-CFSE-low,EU-high
2078,133,0,3,Ctrl,non-CFSE-low,EU-low
2463,3408,0,1,Ctrl,non-CFSE-low,EU-high
2386,539,1,3,Ctrl,non-CFSE-low,EU-low
3993,4477,1,1,Ctrl,non-CFSE-low,EU-high
544,2149,0,3,Ctrl,CFSE-low,EU-high
3882,2329,0,3,Ctrl,non-CFSE-low,EU-high
15566,5479,0,3,Ctrl,non-CFSE-low,EU-high
3463,2946,0,3,Ctrl,non-CFSE-low,EU-high
5031,1861,1,1,Ctrl,non-CFSE-low,EU-high
1449,2052,0,3,Ctrl,non-CFSE-low,EU-high
412,1941,1,2,Ctrl,CFSE-low,EU-high
17252,5556,1,2,Ctrl,non-CFSE-low,EU-high
9443,5116,0,3,Ctrl,non-CFSE-low,EU-high
1368,1995,0,1,Ctrl,non-CFSE-low,EU-high
2137,3029,1,2,Ctrl,non-CFSE-low,EU-high
2872,321,1,3,Ctrl,non-CFSE-low,EU-low
5657,727,0,1,Ctrl,non-CFSE-low,EU-low
4116,1924,1,2,Ctrl,non-CFSE-low,EU-high
1308,911,1,3,Ctrl,non-CFSE-low,EU-low
382,1120,0,1,Ctrl,CFSE-low,EU-low
6307,1662,0,3,Ctrl,non-CFSE-low,EU-high
2100,2147,0,1,Ctrl,non-CFSE-low,EU-high
2615,1585,0,2,Ctrl,non-CFSE-low,EU-high
3445,5567,0,3,Ctrl,non-CFSE-low,EU-high
8166,1022,1,2,Ctrl,non-CFSE-low,EU-low
8681,2413,1,3,Ctrl,non-CFSE-low,EU-high
1068,2879,1,2,Ctrl,CFSE-low,EU-high
673,3369,0,1,Ctrl,CFSE-low,EU-high
539,1085,1,3,Ctrl,CFSE-low,EU-low
2310,3177,0,1,Ctrl,non-CFSE-low,EU-high
10158,12468,1,3,Ctrl,non-CFSE-low,EU-high
5004,1910,1,1,Ctrl,non-CFSE-low,EU-high
1814,4246,0,1,Ctrl,non-CFSE-low,EU-high
1289,354,0,1,Ctrl,non-CFSE-low,EU-low
4988,770,0,1,Ctrl,non-CFSE-low,EU-low
2558,4380,0,1,Ctrl,non-CFSE-low,EU-high
2404,2798,0,1,Ctrl,non-CFSE-low,EU-high
11289,6690,1,2,Ctrl,non-CFSE-low,EU-high
2449,8208,0,3,Ctrl,non-CFSE-low,EU-high
724,3303,0,3,Ctrl,CFSE-low,EU-high
2283,6310,1,2,Ctrl,non-CFSE-low,EU-high
4076,2533,0,1,Ctrl,non-CFSE-low,EU-high
1811,1781,0,3,Ctrl,non-CFSE-low,EU-high
7611,3360,0,3,Ctrl,non-CFSE-low,EU-high
6914,6183,0,3,Ctrl,non-CFSE-low,EU-high
416,282,0,2,Ctrl,CFSE-low,EU-low
2941,1885,1,2,Ctrl,non-CFSE-low,EU-high
1178,2306,0,2,Ctrl,non-CFSE-low,EU-high
9052,378,1,2,Ctrl,non-CFSE-low,EU-low
9619,5656,1,3,Ctrl,non-CFSE-low,EU-high
1666,256,1,2,Ctrl,non-CFSE-low,EU-low
4872,3272,0,2,Ctrl,non-CFSE-low,EU-high
954,2490,1,1,Ctrl,CFSE-low,EU-high
961,1046,1,3,Ctrl,CFSE-low,EU-low
1277,5223,0,1,Ctrl,non-CFSE-low,EU-high
1531,3702,0,3,Ctrl,non-CFSE-low,EU-high
732,1978,0,1,Ctrl,CFSE-low,EU-high
6450,2631,0,3,Ctrl,non-CFSE-low,EU-high
769,500,0,2,Ctrl,CFSE-low,EU-low
3019,2998,0,3,Ctrl,non-CFSE-low,EU-high
3238,7568,0,3,Ctrl,non-CFSE-low,EU-high
943,2801,0,2,Ctrl,CFSE-low,EU-high
13120,7084,0,3,Ctrl,non-CFSE-low,EU-high
3384,1877,0,3,Ctrl,non-CFSE-low,EU-high
3321,1708,1,2,Ctrl,non-CFSE-low,EU-high
374,2042,1,3,Ctrl,CFSE-low,EU-high
1123,3113,0,1,Ctrl,non-CFSE-low,EU-high
146420,7499,1,1,Ctrl,non-CFSE-low,EU-high
5303,2379,0,3,Ctrl,non-CFSE-low,EU-high
690,803,1,3,Ctrl,CFSE-low,EU-low
16743,5242,0,1,Ctrl,non-CFSE-low,EU-high
1555,1524,1,3,Ctrl,non-CFSE-low,EU-high
393,1029,0,1,Ctrl,CFSE-low,EU-low
5908,630,1,2,Ctrl,non-CFSE-low,EU-low
300,2215,0,2,Ctrl,CFSE-low,EU-high
3474,4280,0,2,Ctrl,non-CFSE-low,EU-high
869,115,0,3,Ctrl,CFSE-low,EU-low
2173,2669,1,2,Ctrl,non-CFSE-low,EU-high
4143,1650,0,3,Ctrl,non-CFSE-low,EU-high
2559,11314,0,3,Ctrl,non-CFSE-low,EU-high
1770,2250,0,2,Ctrl,non-CFSE-low,EU-high
805,94,1,1,Ctrl,CFSE-low,EU-low
2627,2342,0,3,Ctrl,non-CFSE-low,EU-high
4659,5993,0,3,Ctrl,non-CFSE-low,EU-high
6491,5573,0,3,Ctrl,non-CFSE-low,EU-high
1585,3064,1,2,Ctrl,non-CFSE-low,EU-high
2956,3121,0,2,Ctrl,non-CFSE-low,EU-high
9146,499,0,1,Ctrl,non-CFSE-low,EU-low
27271,4153,1,1,Ctrl,non-CFSE-low,EU-high
2948,1801,1,3,Ctrl,non-CFSE-low,EU-high
4628,1803,1,3,Ctrl,non-CFSE-low,EU-high
3773,3523,0,2,Ctrl,non-CFSE-low,EU-high
1558,2274,0,1,Ctrl,non-CFSE-low,EU-high
1623,61,0,2,Ctrl,non-CFSE-low,EU-low
77037,25978,0,3,Ctrl,non-CFSE-low,EU-high
203,212,0,1,Ctrl,CFSE-low,EU-low
8470,2267,1,2,Ctrl,non-CFSE-low,EU-high
5473,2732,0,1,Ctrl,non-CFSE-low,EU-high
7257,2451,1,3,Ctrl,non-CFSE-low,EU-high
1608,1758,1,1,Ctrl,non-CFSE-low,EU-high
2291,3201,0,1,Ctrl,non-CFSE-low,EU-high
3408,5365,1,2,Ctrl,non-CFSE-low,EU-high
7827,5840,1,3,Ctrl,non-CFSE-low,EU-high
751,2482,1,3,Ctrl,CFSE-low,EU-high
9364,2207,0,3,Ctrl,non-CFSE-low,EU-high
905,2074,0,1,Ctrl,CFSE-low,EU-high
13776,6463,1,2,Ctrl,non-CFSE-low,EU-high
489,495,1,1,Ctrl,CFSE-low,EU-low
1581,12003,0,3,Ctrl,non-CFSE-low,EU-high
3801,2440,1,3,Ctrl,non-CFSE-low,EU-high
1747,1536,1,3,Ctrl,non-CFSE-low,EU-high
25985,8090,1,1,Ctrl,non-CFSE-low,EU-high
6906,4854,0,1,Ctrl,non-CFSE-low,EU-high
5108,4380,1,3,Ctrl,non-CFSE-low,EU-high
293,3469,1,2,Ctrl,CFSE-low,EU-high
6650,3857,1,2,Ctrl,non-CFSE-low,EU-high
342,619,0,2,Ctrl,CFSE-low,EU-low
21356,6287,1,2,Ctrl,non-CFSE-low,EU-high
2697,2113,1,2,Ctrl,non-CFSE-low,EU-high
3309,2794,1,3,Ctrl,non-CFSE-low,EU-high
4126,2324,0,1,Ctrl,non-CFSE-low,EU-high
1194,370,0,1,Ctrl,non-CFSE-low,EU-low
822,2488,1,3,Ctrl,CFSE-low,EU-high
2556,1807,1,3,Ctrl,non-CFSE-low,EU-high
17767,2457,1,3,Ctrl,non-CFSE-low,EU-high
19214,4355,0,2,Ctrl,non-CFSE-low,EU-high
6343,684,1,1,Ctrl,non-CFSE-low,EU-low
2869,2731,1,1,Ctrl,non-CFSE-low,EU-high
1939,85,0,2,Ctrl,non-CFSE-low,EU-low
3056,4271,0,1,Ctrl,non-CFSE-low,EU-high
6580,5667,1,2,Ctrl,non-CFSE-low,EU-high
1091,2198,0,1,Ctrl,CFSE-low,EU-high
15118,4921,0,1,Ctrl,non-CFSE-low,EU-high
7443,3432,0,2,Ctrl,non-CFSE-low,EU-high
5370,4703,0,3,Ctrl,non-CFSE-low,EU-high
1441,2068,0,1,Ctrl,non-CFSE-low,EU-high
2663,2938,1,3,Ctrl,non-CFSE-low,EU-high
4332,8262,1,1,Ctrl,non-CFSE-low,EU-high
1103,447,0,1,Ctrl,non-CFSE-low,EU-low
1638,2552,0,2,Ctrl,non-CFSE-low,EU-high
790,786,1,1,Ctrl,CFSE-low,EU-low
2201,3013,0,1,Ctrl,non-CFSE-low,EU-high
1025,110,1,1,Ctrl,CFSE-low,EU-low
1020,436,0,1,Ctrl,CFSE-low,EU-low
