CFSE-A,sulfo-Cyanine5-A,replicate,sampleNum,cond,CFSE_cat,EU_cat
2447,4928,0,1,Ctrl,non-CFSE-low,EU-high
570,2207,1,3,Ctrl,CFSE-low,EU-high
7543,2236,1,3,Ctrl,non-CFSE-low,EU-high
3918,2173,0,3,Ctrl,non-CFSE-low,EU-high
11017,2203,0,2,Ctrl,non-CFSE-low,EU-high
23956,3491,1,3,Ctrl,non-CFSE-low,EU-high
513,1817,0,1,Ctrl,CFSE-low,EU-high
7851,5558,1,2,Ctrl,non-CFSE-low,EU-high
9334,3647,1,3,Ctrl,non-CFSE-low,EU-high
374,80,1,1,Ctrl,CFSE-low,EU-low
18564,8960,1,2,Ctrl,non-CFSE-low,EU-high
1375,720,0,1,Ctrl,non-CFSE-low,EU-low
13833,3600,1,2,Ctrl,non-CFSE-low,EU-high
4869,3652,1,3,Ctrl,non-CFSE-low,EU-high
6271,4210,0,3,Ctrl,non-CFSE-low,EU-high
1572,1835,1,1,Ctrl,non-CFSE-low,EU-high
18993,6335,0,2,Ctrl,non-CFSE-low,EU-high
1183,2600,0,3,Ctrl,non-CFSE-low,EU-high
2396,1595,1,1,Ctrl,non-CFSE-low,EU-high
3329,865,1,1,Ctrl,non-CFSE-low,EU-low
16063,4128,1,3,Ctrl,non-CFSE-low,EU-high
516,2210,0,1,Ctrl,CFSE-low,EU-high
5472,4293,0,2,Ctrl,non-CFSE-low,EU-high
18325,2731,1,1,Ctrl,non-CFSE-low,EU-high
3456,3160,0,2,Ctrl,non-CFSE-low,EU-high
1170,1711,0,3,Ctrl,non-CFSE-low,EU-high
6152,3311,0,2,Ctrl,non-CFSE-low,EU-high
1821,666,1,2,Ctrl,non-CFSE-low,EU-low
520,430,0,3,Ctrl,CFSE-low,EU-low
28191,4858,0,3,Ctrl,non-CFSE-low,EU-high
15395,6247,0,1,Ctrl,non-CFSE-low,EU-high
2018,2602,0,2,Ctrl,non-CFSE-low,EU-high
241,730,1,1,Ctrl,CFSE-low,EU-low
6092,6516,0,3,Ctrl,non-CFSE-low,EU-high
2480,480,0,1,Ctrl,non-CFSE-low,EU-low
755,1974,0,3,Ctrl,CFSE-low,EU-high
427,2143,1,1,Ctrl,CFSE-low,EU-high
21825,5682,1,3,Ctrl,non-CFSE-low,EU-high
2004,6369,0,1,Ctrl,non-CFSE-low,EU-high
4327,1131,0,2,Ctrl,non-CFSE-low,EU-low
4467,1971,1,3,Ctrl,non-CFSE-low,EU-high
1012,212,1,1,Ctrl,CFSE-low,EU-low
1247,2141,0,2,Ctrl,non-CFSE-low,EU-high
4643,2969,0,3,Ctrl,non-CFSE-low,EU-high
3448,4445,1,2,Ctrl,non-CFSE-low,EU-high
4434,3439,1,2,Ctrl,non-CFSE-low,EU-high
1661,5064,1,2,Ctrl,non-CFSE-low,EU-high
6989,4324,1,2,Ctrl,non-CFSE-low,EU-high
1074,1219,1,1,Ctrl,CFSE-low,EU-low
2529,847,1,2,Ctrl,non-CFSE-low,EU-low
2469,146,0,2,Ctrl,non-CFSE-low,EU-low
25961,2456,1,3,Ctrl,non-CFSE-low,EU-high
1389,2906,1,3,Ctrl,non-CFSE-low,EU-high
1612,2080,0,3,Ctrl,non-CFSE-low,EU-high
6507,2739,1,1,Ctrl,non-CFSE-low,EU-high
6602,6369,1,3,Ctrl,non-CFSE-low,EU-high
20074,4769,1,2,Ctrl,non-CFSE-low,EU-high
2020,1054,1,3,Ctrl,non-CFSE-low,EU-low
2453,1506,0,3,Ctrl,non-CFSE-low,EU-high
2826,1986,1,1,Ctrl,non-CFSE-low,EU-high
6076,4805,1,2,Ctrl,non-CFSE-low,EU-high
3998,5119,0,1,Ctrl,non-CFSE-low,EU-high
14522,4985,1,2,Ctrl,non-CFSE-low,EU-high
5700,3399,1,2,Ctrl,non-CFSE-low,EU-high
5529,3937,0,2,Ctrl,non-CFSE-low,EU-high
1170,2408,0,3,Ctrl,non-CFSE-low,EU-high
3374,2085,0,2,Ctrl,non-CFSE-low,EU-high
3392,2331,0,1,Ctrl,non-CFSE-low,EU-high
2905,2420,0,3,Ctrl,non-CFSE-low,EU-high
1268,211,1,1,Ctrl,non-CFSE-low,EU-low
6380,2319,1,3,Ctrl,non-CFSE-low,EU-high
1202,319,1,3,Ctrl,non-CFSE-low,EU-low
1462,326,0,2,Ctrl,non-CFSE-low,EU-low
1515,1742,1,1,Ctrl,non-CFSE-low,EU-high
17621,1465,0,2,Ctrl,non-CFSE-low,EU-high
12638,1788,1,3,Ctrl,non-CFSE-low,EU-high
4087,2740,1,3,Ctrl,non-CFSE-low,EU-high
1256,4692,0,3,Ctrl,non-CFSE-low,EU-high
12117,7535,0,3,Ctrl,non-CFSE-low,EU-high
3524,2372,0,3,Ctrl,non-CFSE-low,EU-high
1158,2207,0,3,Ctrl,non-CFSE-low,EU-high
12893,3763,1,3,Ctrl,non-CFSE-low,EU-high
2887,2119,1,3,Ctrl,non-CFSE-low,EU-high
8386,531,1,3,Ctrl,non-CFSE-low,EU-low
1829,131,0,1,Ctrl,non-CFSE-low,EU-low
4450,4850,0,1,Ctrl,non-CFSE-low,EU-high
2425,3681,1,1,Ctrl,non-CFSE-low,EU-high
8190,3005,1,3,Ctrl,non-CFSE-low,EU-high
2362,1735,1,1,Ctrl,non-CFSE-low,EU-high
723,439,1,3,Ctrl,CFSE-low,EU-low
19867,2084,0,2,Ctrl,non-CFSE-low,EU-high
3102,2282,0,3,Ctrl,non-CFSE-low,EU-high
8701,9697,0,3,Ctrl,non-CFSE-low,EU-high
508,2212,0,1,Ctrl,CFSE-low,EU-high
8875,8787,1,1,Ctrl,non-CFSE-low,EU-high
1618,837,1,2,Ctrl,non-CFSE-low,EU-low
6006,5930,1,3,Ctrl,non-CFSE-low,EU-high
1597,2021,1,1,Ctrl,non-CFSE-low,EU-high
2589,3023,1,3,Ctrl,non-CFSE-low,EU-high
14396,2564,1,3,Ctrl,non-CFSE-low,EU-high
8696,2610,0,1,Ctrl,non-CFSE-low,EU-high
4670,8943,0,3,Ctrl,non-CFSE-low,EU-high
436,2013,1,2,Ctrl,CFSE-low,EU-high
14368,6078,1,2,Ctrl,non-CFSE-low,EU-high
1260,440,1,3,Ctrl,non-CFSE-low,EU-low
4697,3258,1,3,Ctrl,non-CFSE-low,EU-high
6671,2302,1,1,Ctrl,non-CFSE-low,EU-high
568,2831,1,3,Ctrl,CFSE-low,EU-high
13328,7895,1,2,Ctrl,non-CFSE-low,EU-high
4592,2410,1,3,Ctrl,non-CFSE-low,EU-high
3135,5320,0,1,Ctrl,non-CFSE-low,EU-high
9741,3985,0,1,Ctrl,non-CFSE-low,EU-high
4909,4006,0,1,Ctrl,non-CFSE-low,EU-high
312,178,0,2,Ctrl,CFSE-low,EU-low
5170,1609,1,1,Ctrl,non-CFSE-low,EU-high
2442,2989,1,2,Ctrl,non-CFSE-low,EU-high
1028,75,0,1,Ctrl,CFSE-low,EU-low
4288,3154,1,3,Ctrl,non-CFSE-low,EU-high
1187,449,1,1,Ctrl,non-CFSE-low,EU-low
22364,7785,0,2,Ctrl,non-CFSE-low,EU-high
3797,2413,1,3,Ctrl,non-CFSE-low,EU-high
12575,4678,0,1,Ctrl,non-CFSE-low,EU-high
1151,2527,0,2,Ctrl,non-CFSE-low,EU-high
11857,3007,0,2,Ctrl,non-CFSE-low,EU-high
3211,2620,0,2,Ctrl,non-CFSE-low,EU-high
1280,1843,0,1,Ctrl,non-CFSE-low,EU-high
515,2174,1,1,Ctrl,CFSE-low,EU-high
4145,3661,0,3,Ctrl,non-CFSE-low,EU-high
12604,2246,1,2,Ctrl,non-CFSE-low,EU-high
7458,1405,1,2,Ctrl,non-CFSE-low,EU-high
2752,5532,0,3,Ctrl,non-CFSE-low,EU-high
2737,2101,0,2,Ctrl,non-CFSE-low,EU-high
730,1884,1,3,Ctrl,CFSE-low,EU-high
19428,4001,1,3,Ctrl,non-CFSE-low,EU-high
3788,2548,1,3,Ctrl,non-CFSE-low,EU-high
1085,3170,1,2,Ctrl,CFSE-low,EU-high
8908,3028,1,3,Ctrl,non-CFSE-low,EU-high
2216,2135,1,3,Ctrl,non-CFSE-low,EU-high
2681,2709,0,3,Ctrl,non-CFSE-low,EU-high
893,2135,1,2,Ctrl,CFSE-low,EU-high
15057,7474,0,3,Ctrl,non-CFSE-low,EU-high
3642,3140,0,3,Ctrl,non-CFSE-low,EU-high
809,1136,1,3,Ctrl,CFSE-low,EU-low
2194,1870,0,2,Ctrl,non-CFSE-low,EU-high
920,3272,0,3,Ctrl,CFSE-low,EU-high
11176,2922,0,1,Ctrl,non-CFSE-low,EU-high
31291,6742,1,1,Ctrl,non-CFSE-low,EU-high
12563,5856,0,1,Ctrl,non-CFSE-low,EU-high
2937,1040,0,2,Ctrl,non-CFSE-low,EU-low
3044,2329,0,1,Ctrl,non-CFSE-low,EU-high
5913,5695,0,3,Ctrl,non-CFSE-low,EU-high
9625,4903,0,1,Ctrl,non-CFSE-low,EU-high
26289,10944,0,2,Ctrl,non-CFSE-low,EU-high
386,2172,0,1,Ctrl,CFSE-low,EU-high
897,2418,1,3,Ctrl,CFSE-low,EU-high
978,2442,0,1,Ctrl,CFSE-low,EU-high
2602,6402,0,2,Ctrl,non-CFSE-low,EU-high
2223,8878,1,3,Ctrl,non-CFSE-low,EU-high
1019,1643,1,1,Ctrl,CFSE-low,EU-high
13702,2364,0,1,Ctrl,non-CFSE-low,EU-high
3603,3487,1,3,Ctrl,non-CFSE-low,EU-high
8650,5121,1,2,Ctrl,non-CFSE-low,EU-high
1969,2265,0,2,Ctrl,non-CFSE-low,EU-high
384,1874,0,1,Ctrl,CFSE-low,EU-high
1209,942,1,3,Ctrl,non-CFSE-low,EU-low
5994,2178,1,1,Ctrl,non-CFSE-low,EU-high
1964,1629,0,3,Ctrl,non-CFSE-low,EU-high
8027,5876,0,3,Ctrl,non-CFSE-low,EU-high
9614,5550,1,2,Ctrl,non-CFSE-low,EU-high
1649,3299,1,2,Ctrl,non-CFSE-low,EU-high
2276,2842,0,3,Ctrl,non-CFSE-low,EU-high
5271,2034,0,1,Ctrl,non-CFSE-low,EU-high
2588,2981,0,3,Ctrl,non-CFSE-low,EU-high
2705,2554,0,1,Ctrl,non-CFSE-low,EU-high
1360,2952,0,3,Ctrl,non-CFSE-low,EU-high
39035,7550,0,1,Ctrl,non-CFSE-low,EU-high
565,187,0,3,Ctrl,CFSE-low,EU-low
4025,3043,0,3,Ctrl,non-CFSE-low,EU-high
286,605,1,3,Ctrl,CFSE-low,EU-low
6187,2705,0,2,Ctrl,non-CFSE-low,EU-high
1492,2186,0,3,Ctrl,non-CFSE-low,EU-high
1113,3737,1,3,Ctrl,non-CFSE-low,EU-high
1215,2166,1,3,Ctrl,non-CFSE-low,EU-high
4073,3414,0,3,Ctrl,non-CFSE-low,EU-high
1480,3116,0,3,Ctrl,non-CFSE-low,EU-high
2796,1776,1,3,Ctrl,non-CFSE-low,EU-high
11391,6399,0,3,Ctrl,non-CFSE-low,EU-high
8250,3082,0,1,Ctrl,non-CFSE-low,EU-high
27885,3362,1,3,Ctrl,non-CFSE-low,EU-high
5461,4281,0,2,Ctrl,non-CFSE-low,EU-high
36068,7051,0,1,Ctrl,non-CFSE-low,EU-high
5866,920,1,3,Ctrl,non-CFSE-low,EU-low
13480,3240,0,2,Ctrl,non-CFSE-low,EU-high
8900,4387,0,3,Ctrl,non-CFSE-low,EU-high
3361,2278,1,1,Ctrl,non-CFSE-low,EU-high
242,1152,0,2,Ctrl,CFSE-low,EU-low
519,6,0,3,Ctrl,CFSE-low,EU-low
802,2006,1,2,Ctrl,CFSE-low,EU-high
1797,3231,1,3,Ctrl,non-CFSE-low,EU-high
17460,4827,1,3,Ctrl,non-CFSE-low,EU-high
728,2583,1,1,Ctrl,CFSE-low,EU-high
1074,1647,0,1,Ctrl,CFSE-low,EU-high
262,132,0,2,Ctrl,CFSE-low,EU-low
2155,1512,1,3,Ctrl,non-CFSE-low,EU-high
3839,3142,0,2,Ctrl,non-CFSE-low,EU-high
6010,3620,1,2,Ctrl,non-CFSE-low,EU-high
1398,749,1,3,Ctrl,non-CFSE-low,EU-low
41766,5767,1,2,Ctrl,non-CFSE-low,EU-high
2791,6084,1,3,Ctrl,non-CFSE-low,EU-high
3934,1841,1,2,Ctrl,non-CFSE-low,EU-high
3197,1798,1,3,Ctrl,non-CFSE-low,EU-high
4232,2217,0,3,Ctrl,non-CFSE-low,EU-high
5321,3609,1,3,Ctrl,non-CFSE-low,EU-high
3244,5618,1,3,Ctrl,non-CFSE-low,EU-high
1356,102,1,3,Ctrl,non-CFSE-low,EU-low
3848,721,0,1,Ctrl,non-CFSE-low,EU-low
790,4121,0,3,Ctrl,CFSE-low,EU-high
181,212,0,1,Ctrl,CFSE-low,EU-low
50801,7127,1,2,Ctrl,non-CFSE-low,EU-high
7679,3736,1,2,Ctrl,non-CFSE-low,EU-high
320,1410,0,3,Ctrl,CFSE-low,EU-high
243,1375,0,3,Ctrl,CFSE-low,EU-high
1629,61,1,2,Ctrl,non-CFSE-low,EU-low
1588,8601,1,2,Ctrl,non-CFSE-low,EU-high
12781,5851,0,2,Ctrl,non-CFSE-low,EU-high
1836,123,1,3,Ctrl,non-CFSE-low,EU-low
726,1912,0,3,Ctrl,CFSE-low,EU-high
1723,4178,1,2,Ctrl,non-CFSE-low,EU-high
921,3233,0,3,Ctrl,CFSE-low,EU-high
9469,5398,0,1,Ctrl,non-CFSE-low,EU-high
2763,107,1,3,Ctrl,non-CFSE-low,EU-low
5431,479,0,1,Ctrl,non-CFSE-low,EU-low
6741,2760,0,1,Ctrl,non-CFSE-low,EU-high
1662,2473,1,1,Ctrl,non-CFSE-low,EU-high
829,806,1,3,Ctrl,CFSE-low,EU-low
507,3776,1,3,Ctrl,CFSE-low,EU-high
4701,2106,1,3,Ctrl,non-CFSE-low,EU-high
559,3515,0,2,Ctrl,CFSE-low,EU-high
650,3516,0,2,Ctrl,CFSE-low,EU-high
3005,1376,0,3,Ctrl,non-CFSE-low,EU-high
2874,3792,0,2,Ctrl,non-CFSE-low,EU-high
3169,3442,0,1,Ctrl,non-CFSE-low,EU-high
5484,2993,1,3,Ctrl,non-CFSE-low,EU-high
4132,436,1,1,Ctrl,non-CFSE-low,EU-low
621,1800,0,2,Ctrl,CFSE-low,EU-high
3668,1729,1,3,Ctrl,non-CFSE-low,EU-high
2381,1696,1,1,Ctrl,non-CFSE-low,EU-high
1293,330,1,3,Ctrl,non-CFSE-low,EU-low
59297,7112,1,2,Ctrl,non-CFSE-low,EU-high
2936,783,0,1,Ctrl,non-CFSE-low,EU-low
3919,346,1,3,Ctrl,non-CFSE-low,EU-low
22499,5921,0,3,Ctrl,non-CFSE-low,EU-high
7313,3159,1,1,Ctrl,non-CFSE-low,EU-high
1882,5794,1,2,Ctrl,non-CFSE-low,EU-high
1411,1478,0,1,Ctrl,non-CFSE-low,EU-high
301,132,1,2,Ctrl,CFSE-low,EU-low
4844,139,1,2,Ctrl,non-CFSE-low,EU-low
2506,1458,1,3,Ctrl,non-CFSE-low,EU-high
8804,6543,1,1,Ctrl,non-CFSE-low,EU-high
3477,580,0,1,Ctrl,non-CFSE-low,EU-low
752,1519,1,1,Ctrl,CFSE-low,EU-high
454,1628,0,3,Ctrl,CFSE-low,EU-high
12959,7412,0,3,Ctrl,non-CFSE-low,EU-high
6872,2316,0,2,Ctrl,non-CFSE-low,EU-high
2232,1353,1,3,Ctrl,non-CFSE-low,EU-high
4633,2835,0,2,Ctrl,non-CFSE-low,EU-high
1244,3303,1,3,Ctrl,non-CFSE-low,EU-high
2886,4448,0,3,Ctrl,non-CFSE-low,EU-high
14333,1657,1,3,Ctrl,non-CFSE-low,EU-high
1888,2901,0,1,Ctrl,non-CFSE-low,EU-high
540,2046,0,1,Ctrl,CFSE-low,EU-high
6163,4142,1,3,Ctrl,non-CFSE-low,EU-high
1123,2198,1,2,Ctrl,non-CFSE-low,EU-high
311,2798,0,3,Ctrl,CFSE-low,EU-high
1041,1575,0,2,Ctrl,CFSE-low,EU-high
4849,2756,1,3,Ctrl,non-CFSE-low,EU-high
1562,1575,0,3,Ctrl,non-CFSE-low,EU-high
4027,2128,0,2,Ctrl,non-CFSE-low,EU-high
2363,2559,0,1,Ctrl,non-CFSE-low,EU-high
23334,8122,1,2,Ctrl,non-CFSE-low,EU-high
52018,7197,1,3,Ctrl,non-CFSE-low,EU-high
1058,2031,0,1,Ctrl,CFSE-low,EU-high
4308,1888,1,3,Ctrl,non-CFSE-low,EU-high
8297,5861,1,2,Ctrl,non-CFSE-low,EU-high
688,1592,1,1,Ctrl,CFSE-low,EU-high
396,261,0,1,Ctrl,CFSE-low,EU-low
5994,1960,0,1,Ctrl,non-CFSE-low,EU-high
3906,2550,0,1,Ctrl,non-CFSE-low,EU-high
10050,5601,0,3,Ctrl,non-CFSE-low,EU-high
7623,2532,1,1,Ctrl,non-CFSE-low,EU-high
5558,7202,1,3,Ctrl,non-CFSE-low,EU-high
349,1242,1,1,Ctrl,CFSE-low,EU-low
10665,4634,0,1,Ctrl,non-CFSE-low,EU-high
13437,5368,1,3,Ctrl,non-CFSE-low,EU-high
1850,1220,0,3,Ctrl,non-CFSE-low,EU-low
5979,2866,0,3,Ctrl,non-CFSE-low,EU-high
2330,3593,0,1,Ctrl,non-CFSE-low,EU-high
16433,4812,0,2,Ctrl,non-CFSE-low,EU-high
1031,175,1,2,Ctrl,CFSE-low,EU-low
25816,5210,0,1,Ctrl,non-CFSE-low,EU-high
2799,2387,0,3,Ctrl,non-CFSE-low,EU-high
12227,7225,1,2,Ctrl,non-CFSE-low,EU-high
2300,2011,1,1,Ctrl,non-CFSE-low,EU-high
3473,5355,0,1,Ctrl,non-CFSE-low,EU-high
12459,5384,0,3,Ctrl,non-CFSE-low,EU-high
594,2255,0,1,Ctrl,CFSE-low,EU-high
3028,2044,1,3,Ctrl,non-CFSE-low,EU-high
3964,6072,0,1,Ctrl,non-CFSE-low,EU-high
2714,3855,1,1,Ctrl,non-CFSE-low,EU-high
18094,4465,1,1,Ctrl,non-CFSE-low,EU-high
18528,3550,0,3,Ctrl,non-CFSE-low,EU-high
563,1671,0,3,Ctrl,CFSE-low,EU-high
7823,4045,1,2,Ctrl,non-CFSE-low,EU-high
1021,2692,1,2,Ctrl,CFSE-low,EU-high
6519,600,1,3,Ctrl,non-CFSE-low,EU-low
6089,5301,1,3,Ctrl,non-CFSE-low,EU-high
18790,6793,0,2,Ctrl,non-CFSE-low,EU-high
1378,3791,0,1,Ctrl,non-CFSE-low,EU-high
566,61,0,1,Ctrl,CFSE-low,EU-low
6799,2256,1,3,Ctrl,non-CFSE-low,EU-high
688,1766,0,1,Ctrl,CFSE-low,EU-high
692,46,0,1,Ctrl,CFSE-low,EU-low
13048,4754,1,2,Ctrl,non-CFSE-low,EU-high
4735,3235,1,3,Ctrl,non-CFSE-low,EU-high
1293,1237,1,1,Ctrl,non-CFSE-low,EU-low
1288,3164,1,3,Ctrl,non-CFSE-low,EU-high
579,3782,0,3,Ctrl,CFSE-low,EU-high
1335,2581,0,3,Ctrl,non-CFSE-low,EU-high
13160,4477,1,2,Ctrl,non-CFSE-low,EU-high
655,1200,0,2,Ctrl,CFSE-low,EU-low
1391,4894,1,2,Ctrl,non-CFSE-low,EU-high
1257,53,0,2,Ctrl,non-CFSE-low,EU-low
800,51,0,3,Ctrl,CFSE-low,EU-low
331,560,1,1,Ctrl,CFSE-low,EU-low
14513,5339,0,3,Ctrl,non-CFSE-low,EU-high
887,2500,1,2,Ctrl,CFSE-low,EU-high
7994,4586,0,1,Ctrl,non-CFSE-low,EU-high
5980,7195,1,3,Ctrl,non-CFSE-low,EU-high
4033,5139,1,2,Ctrl,non-CFSE-low,EU-high
2052,1686,0,3,Ctrl,non-CFSE-low,EU-high
8132,4408,0,3,Ctrl,non-CFSE-low,EU-high
21469,4959,0,3,Ctrl,non-CFSE-low,EU-high
1200,5463,1,2,Ctrl,non-CFSE-low,EU-high
655,1663,1,3,Ctrl,CFSE-low,EU-high
4351,3015,0,2,Ctrl,non-CFSE-low,EU-high
5039,3197,0,3,Ctrl,non-CFSE-low,EU-high
549,1693,0,3,Ctrl,CFSE-low,EU-high
13617,2142,0,1,Ctrl,non-CFSE-low,EU-high
2352,4985,1,3,Ctrl,non-CFSE-low,EU-high
1805,2882,1,3,Ctrl,non-CFSE-low,EU-high
30490,7754,1,2,Ctrl,non-CFSE-low,EU-high
7697,4801,1,2,Ctrl,non-CFSE-low,EU-high
12005,5850,0,1,Ctrl,non-CFSE-low,EU-high
2776,2298,0,3,Ctrl,non-CFSE-low,EU-high
5933,3356,1,3,Ctrl,non-CFSE-low,EU-high
946,2314,1,2,Ctrl,CFSE-low,EU-high
4120,4544,1,2,Ctrl,non-CFSE-low,EU-high
7532,4108,1,1,Ctrl,non-CFSE-low,EU-high
889,114,0,2,Ctrl,CFSE-low,EU-low
92,62,1,2,Ctrl,CFSE-low,EU-low
386,876,0,1,Ctrl,CFSE-low,EU-low
297,626,0,3,Ctrl,CFSE-low,EU-low
17164,5034,1,2,Ctrl,non-CFSE-low,EU-high
1462,1248,0,3,Ctrl,non-CFSE-low,EU-low
1312,2135,0,1,Ctrl,non-CFSE-low,EU-high
724,1204,0,1,Ctrl,CFSE-low,EU-low
970,3269,0,1,Ctrl,CFSE-low,EU-high
377,2074,0,1,Ctrl,CFSE-low,EU-high
67536,4922,1,2,Ctrl,non-CFSE-low,EU-high
930,2672,0,1,Ctrl,CFSE-low,EU-high
1466,3691,1,3,Ctrl,non-CFSE-low,EU-high
21263,5386,1,3,Ctrl,non-CFSE-low,EU-high
4547,2224,0,1,Ctrl,non-CFSE-low,EU-high
1268,7539,0,3,Ctrl,non-CFSE-low,EU-high
1442,1426,1,3,Ctrl,non-CFSE-low,EU-high
1065,1418,0,1,Ctrl,CFSE-low,EU-high
2350,3778,1,3,Ctrl,non-CFSE-low,EU-high
1811,1704,0,1,Ctrl,non-CFSE-low,EU-high
6221,3671,0,2,Ctrl,non-CFSE-low,EU-high
1378,2884,1,3,Ctrl,non-CFSE-low,EU-high
546,2550,0,3,Ctrl,CFSE-low,EU-high
17395,5418,1,1,Ctrl,non-CFSE-low,EU-high
6465,4160,0,1,Ctrl,non-CFSE-low,EU-high
8833,3605,1,3,Ctrl,non-CFSE-low,EU-high
6311,3551,1,2,Ctrl,non-CFSE-low,EU-high
8920,1668,1,3,Ctrl,non-CFSE-low,EU-high
783,2066,1,1,Ctrl,CFSE-low,EU-high
1185,1599,0,3,Ctrl,non-CFSE-low,EU-high
753,3202,1,3,Ctrl,CFSE-low,EU-high
3213,6552,1,3,Ctrl,non-CFSE-low,EU-high
3035,3178,0,2,Ctrl,non-CFSE-low,EU-high
10377,3352,1,1,Ctrl,non-CFSE-low,EU-high
518,90,1,1,Ctrl,CFSE-low,EU-low
2877,2262,1,3,Ctrl,non-CFSE-low,EU-high
1304,2156,1,1,Ctrl,non-CFSE-low,EU-high
9878,4034,0,3,Ctrl,non-CFSE-low,EU-high
13194,3665,1,1,Ctrl,non-CFSE-low,EU-high
5569,5716,1,1,Ctrl,non-CFSE-low,EU-high
17186,6733,0,3,Ctrl,non-CFSE-low,EU-high
1375,2172,0,1,Ctrl,non-CFSE-low,EU-high
770,2554,0,2,Ctrl,CFSE-low,EU-high
2071,2993,0,1,Ctrl,non-CFSE-low,EU-high
285,1586,0,3,Ctrl,CFSE-low,EU-high
30655,2786,1,3,Ctrl,non-CFSE-low,EU-high
8252,5803,1,3,Ctrl,non-CFSE-low,EU-high
13681,4171,0,3,Ctrl,non-CFSE-low,EU-high
8456,3945,1,3,Ctrl,non-CFSE-low,EU-high
6430,2584,1,1,Ctrl,non-CFSE-low,EU-high
33039,6545,1,3,Ctrl,non-CFSE-low,EU-high
5863,2672,0,2,Ctrl,non-CFSE-low,EU-high
2916,2229,0,3,Ctrl,non-CFSE-low,EU-high
16461,7627,1,3,Ctrl,non-CFSE-low,EU-high
4089,2345,0,3,Ctrl,non-CFSE-low,EU-high
415,1306,0,1,Ctrl,CFSE-low,EU-high
6352,2513,0,1,Ctrl,non-CFSE-low,EU-high
4155,2237,1,3,Ctrl,non-CFSE-low,EU-high
14663,2906,0,3,Ctrl,non-CFSE-low,EU-high
649,1321,1,3,Ctrl,CFSE-low,EU-high
2805,325,0,1,Ctrl,non-CFSE-low,EU-low
4588,4337,0,2,Ctrl,non-CFSE-low,EU-high
1863,2298,0,3,Ctrl,non-CFSE-low,EU-high
4912,3104,0,2,Ctrl,non-CFSE-low,EU-high
8927,3176,0,3,Ctrl,non-CFSE-low,EU-high
319,2542,0,2,Ctrl,CFSE-low,EU-high
4334,2376,1,2,Ctrl,non-CFSE-low,EU-high
5477,5398,0,2,Ctrl,non-CFSE-low,EU-high
2042,1821,0,3,Ctrl,non-CFSE-low,EU-high
554,2359,0,1,Ctrl,CFSE-low,EU-high
948,1202,0,1,Ctrl,CFSE-low,EU-low
1811,4403,0,1,Ctrl,non-CFSE-low,EU-high
396,2131,1,3,Ctrl,CFSE-low,EU-high
3779,2744,0,3,Ctrl,non-CFSE-low,EU-high
568,49,0,3,Ctrl,CFSE-low,EU-low
1537,249,1,1,Ctrl,non-CFSE-low,EU-low
33730,816,1,2,Ctrl,non-CFSE-low,EU-low
7088,2311,1,1,Ctrl,non-CFSE-low,EU-high
2899,2734,0,3,Ctrl,non-CFSE-low,EU-high
6730,5537,0,1,Ctrl,non-CFSE-low,EU-high
2783,3538,0,1,Ctrl,non-CFSE-low,EU-high
329,1533,0,2,Ctrl,CFSE-low,EU-high
3848,2227,0,3,Ctrl,non-CFSE-low,EU-high
7228,3371,1,2,Ctrl,non-CFSE-low,EU-high
2554,257,1,1,Ctrl,non-CFSE-low,EU-low
871,2334,0,1,Ctrl,CFSE-low,EU-high
3385,1486,0,1,Ctrl,non-CFSE-low,EU-high
12877,4676,1,3,Ctrl,non-CFSE-low,EU-high
2831,4149,1,2,Ctrl,non-CFSE-low,EU-high
18267,7467,1,3,Ctrl,non-CFSE-low,EU-high
5005,1028,1,2,Ctrl,non-CFSE-low,EU-low
1015,3221,0,3,Ctrl,CFSE-low,EU-high
331,1927,0,2,Ctrl,CFSE-low,EU-high
5774,2802,0,3,Ctrl,non-CFSE-low,EU-high
6416,4515,1,3,Ctrl,non-CFSE-low,EU-high
310,1006,1,3,Ctrl,CFSE-low,EU-low
11119,2983,0,1,Ctrl,non-CFSE-low,EU-high
3265,1408,1,2,Ctrl,non-CFSE-low,EU-high
4257,2559,0,3,Ctrl,non-CFSE-low,EU-high
1457,5546,0,2,Ctrl,non-CFSE-low,EU-high
831,4599,0,1,Ctrl,CFSE-low,EU-high
1531,1857,1,3,Ctrl,non-CFSE-low,EU-high
10100,670,1,3,Ctrl,non-CFSE-low,EU-low
3440,2706,0,3,Ctrl,non-CFSE-low,EU-high
2246,2125,0,2,Ctrl,non-CFSE-low,EU-high
26235,7337,1,2,Ctrl,non-CFSE-low,EU-high
883,1276,1,3,Ctrl,CFSE-low,EU-high
6954,3082,1,1,Ctrl,non-CFSE-low,EU-high
1572,5565,0,2,Ctrl,non-CFSE-low,EU-high
4883,3073,0,3,Ctrl,non-CFSE-low,EU-high
17948,1850,1,2,Ctrl,non-CFSE-low,EU-high
6834,2377,1,1,Ctrl,non-CFSE-low,EU-high
590,1593,1,1,Ctrl,CFSE-low,EU-high
2299,2429,0,3,Ctrl,non-CFSE-low,EU-high
2401,2555,1,3,Ctrl,non-CFSE-low,EU-high
4739,526,1,2,Ctrl,non-CFSE-low,EU-low
182,1252,0,3,Ctrl,CFSE-low,EU-low
1686,2738,1,3,Ctrl,non-CFSE-low,EU-high
