CFSE-A,sulfo-Cyanine5-A,replicate,sampleNum,cond
16682,111,0,0,CFSE_NaAz
4915,69,0,0,CFSE_NaAz
547,68,0,0,CFSE_NaAz
1524,11,0,0,CFSE_NaAz
5746,54,1,0,CFSE_NaAz
3046,12,0,0,CFSE_NaAz
1539,4,0,0,CFSE_NaAz
10789,60,0,0,CFSE_NaAz
2690,9,0,0,CFSE_NaAz
3823,62,0,0,CFSE_NaAz
5079,16,0,0,CFSE_NaAz
4081,69,0,0,CFSE_NaAz
3723,90,0,0,CFSE_NaAz
6205,137,0,0,CFSE_NaAz
306,60,0,0,CFSE_NaAz
11649,3,0,0,CFSE_NaAz
1644,23,0,0,CFSE_NaAz
608,122,0,0,CFSE_NaAz
7411,40,0,0,CFSE_NaAz
671,110,0,0,CFSE_NaAz
1843,85,0,0,CFSE_NaAz
6834,22,0,0,CFSE_NaAz
396,74,0,0,CFSE_NaAz
13066,10,0,0,CFSE_NaAz
4135,6,0,0,CFSE_NaAz
10728,77,1,0,CFSE_NaAz
665,64,0,0,CFSE_NaAz
2088,33,0,0,CFSE_NaAz
730,4,0,0,CFSE_NaAz
7945,52,0,0,CFSE_NaAz
16763,39,0,0,CFSE_NaAz
14439,35,0,0,CFSE_NaAz
1674,109,0,0,CFSE_NaAz
3051,126,0,0,CFSE_NaAz
12631,4,0,0,CFSE_NaAz
4282,13,0,0,CFSE_NaAz
3957,139,0,0,CFSE_NaAz
376,2,1,0,CFSE_NaAz
3057,115,1,0,CFSE_NaAz
1298,83,0,0,CFSE_NaAz
1064,56,0,0,CFSE_NaAz
18080,38,0,0,CFSE_NaAz
8934,60,1,0,CFSE_NaAz
11050,67,1,0,CFSE_NaAz
809,2,0,0,CFSE_NaAz
11366,178,0,0,CFSE_NaAz
3508,127,0,0,CFSE_NaAz
3200,44,0,0,CFSE_NaAz
17947,101,0,0,CFSE_NaAz
8582,41,0,0,CFSE_NaAz
2654,84,0,0,CFSE_NaAz
3118,11,1,0,CFSE_NaAz
2800,43,1,0,CFSE_NaAz
8468,24,1,0,CFSE_NaAz
3635,10,0,0,CFSE_NaAz
1442,8,0,0,CFSE_NaAz
1055,83,1,0,CFSE_NaAz
1394,2,1,0,CFSE_NaAz
2834,67,1,0,CFSE_NaAz
1066,2,1,0,CFSE_NaAz
4029,129,0,0,CFSE_NaAz
5109,2,0,0,CFSE_NaAz
3812,83,0,0,CFSE_NaAz
8705,140,0,0,CFSE_NaAz
1927,74,0,0,CFSE_NaAz
3850,79,0,0,CFSE_NaAz
6541,74,1,0,CFSE_NaAz
1967,67,1,0,CFSE_NaAz
972,5,0,0,CFSE_NaAz
1504,31,1,0,CFSE_NaAz
9083,98,0,0,CFSE_NaAz
14415,88,0,0,CFSE_NaAz
3582,39,0,0,CFSE_NaAz
4657,2,0,0,CFSE_NaAz
4288,32,0,0,CFSE_NaAz
1247,75,0,0,CFSE_NaAz
6422,64,0,0,CFSE_NaAz
16375,51,0,0,CFSE_NaAz
1150,57,1,0,CFSE_NaAz
493,3,0,0,CFSE_NaAz
6448,48,0,0,CFSE_NaAz
3822,100,0,0,CFSE_NaAz
1638,107,0,0,CFSE_NaAz
8973,99,0,0,CFSE_NaAz
502,35,1,0,CFSE_NaAz
3147,13,0,0,CFSE_NaAz
1803,96,0,0,CFSE_NaAz
10651,172,0,0,CFSE_NaAz
4107,12,0,0,CFSE_NaAz
6306,31,0,0,CFSE_NaAz
4165,198,0,0,CFSE_NaAz
3661,135,0,0,CFSE_NaAz
4818,114,0,0,CFSE_NaAz
9411,102,0,0,CFSE_NaAz
2662,42,0,0,CFSE_NaAz
5307,37,0,0,CFSE_NaAz
1762,34,1,0,CFSE_NaAz
2113,47,0,0,CFSE_NaAz
143,66,0,0,CFSE_NaAz
1908,135,0,0,CFSE_NaAz
3557,62,0,0,CFSE_NaAz
5726,12,0,0,CFSE_NaAz
4143,59,0,0,CFSE_NaAz
7117,47,1,0,CFSE_NaAz
2654,42,1,0,CFSE_NaAz
4143,22,0,0,CFSE_NaAz
803,58,0,0,CFSE_NaAz
242,71,0,0,CFSE_NaAz
6241,143,1,0,CFSE_NaAz
3050,60,1,0,CFSE_NaAz
1857,14,1,0,CFSE_NaAz
3273,122,0,0,CFSE_NaAz
5234,48,0,0,CFSE_NaAz
9162,27,0,0,CFSE_NaAz
5228,48,0,0,CFSE_NaAz
17757,33,0,0,CFSE_NaAz
7412,30,0,0,CFSE_NaAz
1418,15,0,0,CFSE_NaAz
949,24,0,0,CFSE_NaAz
3269,113,0,0,CFSE_NaAz
19080,35,0,0,CFSE_NaAz
7727,55,0,0,CFSE_NaAz
24356,20,0,0,CFSE_NaAz
2346,77,0,0,CFSE_NaAz
3362,4,0,0,CFSE_NaAz
9145,179,1,0,CFSE_NaAz
46,67,0,0,CFSE_NaAz
7438,66,0,0,CFSE_NaAz
1595,14,0,0,CFSE_NaAz
4698,78,0,0,CFSE_NaAz
3962,32,0,0,CFSE_NaAz
3025,99,1,0,CFSE_NaAz
991,58,1,0,CFSE_NaAz
10717,5,0,0,CFSE_NaAz
5041,209,0,0,CFSE_NaAz
2260,95,1,0,CFSE_NaAz
35933,192,0,0,CFSE_NaAz
1039,121,0,0,CFSE_NaAz
2469,28,0,0,CFSE_NaAz
6098,10,0,0,CFSE_NaAz
467,73,1,0,CFSE_NaAz
7535,97,1,0,CFSE_NaAz
9687,100,0,0,CFSE_NaAz
1117,39,0,0,CFSE_NaAz
16459,30,0,0,CFSE_NaAz
2016,58,0,0,CFSE_NaAz
1494,47,1,0,CFSE_NaAz
991,68,0,0,CFSE_NaAz
3593,49,0,0,CFSE_NaAz
3064,8,0,0,CFSE_NaAz
15272,79,0,0,CFSE_NaAz
3983,92,1,0,CFSE_NaAz
2497,3,1,0,CFSE_NaAz
9649,19,0,0,CFSE_NaAz
1559,42,0,0,CFSE_NaAz
446,16,0,0,CFSE_NaAz
7732,87,0,0,CFSE_NaAz
301,61,0,0,CFSE_NaAz
4110,32,0,0,CFSE_NaAz
3329,56,0,0,CFSE_NaAz
8256,117,0,0,CFSE_NaAz
4758,93,0,0,CFSE_NaAz
394,28,0,0,CFSE_NaAz
2599,2,0,0,CFSE_NaAz
2912,20,0,0,CFSE_NaAz
4366,138,0,0,CFSE_NaAz
930,106,1,0,CFSE_NaAz
1400,35,0,0,CFSE_NaAz
2241,122,1,0,CFSE_NaAz
7969,85,0,0,CFSE_NaAz
4706,11,0,0,CFSE_NaAz
2815,39,0,0,CFSE_NaAz
3541,28,0,0,CFSE_NaAz
5835,82,0,0,CFSE_NaAz
3668,145,0,0,CFSE_NaAz
1091,63,0,0,CFSE_NaAz
8558,19,0,0,CFSE_NaAz
8141,99,0,0,CFSE_NaAz
1859,70,0,0,CFSE_NaAz
1149,58,0,0,CFSE_NaAz
7014,46,0,0,CFSE_NaAz
2173,79,0,0,CFSE_NaAz
666,13,0,0,CFSE_NaAz
4567,60,0,0,CFSE_NaAz
3339,90,1,0,CFSE_NaAz
38776,51,0,0,CFSE_NaAz
1209,19,0,0,CFSE_NaAz
2565,96,1,0,CFSE_NaAz
4116,51,0,0,CFSE_NaAz
193,5,1,0,CFSE_NaAz
4227,34,0,0,CFSE_NaAz
1149,82,0,0,CFSE_NaAz
7178,46,0,0,CFSE_NaAz
7956,23,1,0,CFSE_NaAz
8711,152,0,0,CFSE_NaAz
4881,38,0,0,CFSE_NaAz
1434,36,1,0,CFSE_NaAz
8377,132,0,0,CFSE_NaAz
1120,32,1,0,CFSE_NaAz
1230,66,0,0,CFSE_NaAz
1932,15,0,0,CFSE_NaAz
12083,35,1,0,CFSE_NaAz
3343,46,0,0,CFSE_NaAz
5462,75,0,0,CFSE_NaAz
2834,36,1,0,CFSE_NaAz
620,49,0,0,CFSE_NaAz
2330,29,0,0,CFSE_NaAz
9422,179,1,0,CFSE_NaAz
6768,12,1,0,CFSE_NaAz
1201,86,1,0,CFSE_NaAz
890,51,0,0,CFSE_NaAz
7337,86,0,0,CFSE_NaAz
2362,140,1,0,CFSE_NaAz
7599,105,0,0,CFSE_NaAz
949,59,0,0,CFSE_NaAz
1314,141,0,0,CFSE_NaAz
2024,4,1,0,CFSE_NaAz
149,13,0,0,CFSE_NaAz
3742,11,0,0,CFSE_NaAz
1012,30,0,0,CFSE_NaAz
3434,42,1,0,CFSE_NaAz
1656,70,0,0,CFSE_NaAz
2031,9,0,0,CFSE_NaAz
11529,17,0,0,CFSE_NaAz
7502,95,0,0,CFSE_NaAz
8443,21,0,0,CFSE_NaAz
17452,19,0,0,CFSE_NaAz
283,54,0,0,CFSE_NaAz
3003,55,0,0,CFSE_NaAz
1349,52,0,0,CFSE_NaAz
5717,92,0,0,CFSE_NaAz
5816,73,0,0,CFSE_NaAz
1955,88,0,0,CFSE_NaAz
40669,137,0,0,CFSE_NaAz
15634,117,0,0,CFSE_NaAz
2149,70,1,0,CFSE_NaAz
15852,186,0,0,CFSE_NaAz
870,35,0,0,CFSE_NaAz
6880,23,0,0,CFSE_NaAz
23257,19,0,0,CFSE_NaAz
1914,5,1,0,CFSE_NaAz
2242,45,1,0,CFSE_NaAz
9354,143,0,0,CFSE_NaAz
834,26,0,0,CFSE_NaAz
12163,116,0,0,CFSE_NaAz
3058,23,0,0,CFSE_NaAz
6086,24,0,0,CFSE_NaAz
4031,11,0,0,CFSE_NaAz
919,48,0,0,CFSE_NaAz
57,19,0,0,CFSE_NaAz
1072,83,0,0,CFSE_NaAz
784,65,1,0,CFSE_NaAz
602,43,1,0,CFSE_NaAz
4274,22,0,0,CFSE_NaAz
480,64,0,0,CFSE_NaAz
725,59,0,0,CFSE_NaAz
4760,7,0,0,CFSE_NaAz
1498,11,1,0,CFSE_NaAz
13626,57,0,0,CFSE_NaAz
3423,95,0,0,CFSE_NaAz
337,172,1,0,CFSE_NaAz
1505,90,0,0,CFSE_NaAz
273,57,1,0,CFSE_NaAz
3587,43,0,0,CFSE_NaAz
7742,53,0,0,CFSE_NaAz
5009,10,1,0,CFSE_NaAz
354,147,1,0,DAPI_NaAz
831,96,1,0,DAPI_NaAz
589,33,1,0,DAPI_NaAz
877,75,1,0,DAPI_NaAz
383,20,1,0,DAPI_NaAz
175,29,1,0,DAPI_NaAz
734,28,0,0,DAPI_NaAz
638,117,0,0,DAPI_NaAz
418,126,0,0,DAPI_NaAz
269,95,0,0,DAPI_NaAz
259,20,1,0,DAPI_NaAz
303,86,1,0,DAPI_NaAz
218,113,1,0,DAPI_NaAz
447,1441,1,0,DAPI_NaAz
509,68,1,0,DAPI_NaAz
313,69,0,0,DAPI_NaAz
417,52,0,0,DAPI_NaAz
20,32,1,0,DAPI_NaAz
329,62,1,0,DAPI_NaAz
937,30,1,0,DAPI_NaAz
294,32,0,0,DAPI_NaAz
360,118,1,0,DAPI_NaAz
394,22,1,0,DAPI_NaAz
275,28,1,0,DAPI_NaAz
427,34,0,0,DAPI_NaAz
267,104,0,0,DAPI_NaAz
274,7,0,0,DAPI_NaAz
978,68,0,0,DAPI_NaAz
241,90,1,0,DAPI_NaAz
356,6,0,0,DAPI_NaAz
217,24,1,0,DAPI_NaAz
371,67,1,0,DAPI_NaAz
945,32,0,0,DAPI_NaAz
763,113,1,0,DAPI_NaAz
883,10,0,0,DAPI_NaAz
73,77,1,0,DAPI_NaAz
275,104,0,0,DAPI_NaAz
500,96,0,0,DAPI_NaAz
482,158,0,0,DAPI_NaAz
730,37,0,0,DAPI_NaAz
175,3,0,0,DAPI_NaAz
738,7,1,0,DAPI_NaAz
832,80,1,0,DAPI_NaAz
524,11,1,0,DAPI_NaAz
107,63,1,0,DAPI_NaAz
732,64,0,0,DAPI_NaAz
244,11,1,0,DAPI_NaAz
1075,93,1,0,DAPI_NaAz
375,104,1,0,DAPI_NaAz
700,54,0,0,DAPI_NaAz
233,20,0,0,DAPI_NaAz
381,1,0,0,DAPI_NaAz
431,56,1,0,DAPI_NaAz
299,74,1,0,DAPI_NaAz
258,40,0,0,DAPI_NaAz
276,63,1,0,DAPI_NaAz
307,46,1,0,DAPI_NaAz
322,19,1,0,DAPI_NaAz
394,10,1,0,DAPI_NaAz
827,19,1,0,DAPI_NaAz
239,6,1,0,DAPI_NaAz
407,51,0,0,DAPI_NaAz
248,7,0,0,DAPI_NaAz
179,7,0,0,DAPI_NaAz
252,28,0,0,DAPI_NaAz
765,112,1,0,DAPI_NaAz
229,18,0,0,DAPI_NaAz
352,64,0,0,DAPI_NaAz
399,33,1,0,DAPI_NaAz
365,13,1,0,DAPI_NaAz
130,34,0,0,DAPI_NaAz
745,9,0,0,DAPI_NaAz
1291,97,1,0,DAPI_NaAz
223,32,0,0,DAPI_NaAz
259,37,1,0,DAPI_NaAz
346,18,1,0,DAPI_NaAz
680,60,0,0,DAPI_NaAz
451,119,0,0,DAPI_NaAz
886,18,1,0,DAPI_NaAz
2109,167,1,0,DAPI_NaAz
868,152,1,0,DAPI_NaAz
379,8,0,0,DAPI_NaAz
195,10,1,0,DAPI_NaAz
269,102,1,0,DAPI_NaAz
462,105,0,0,DAPI_NaAz
179,92,0,0,DAPI_NaAz
269,132,0,0,DAPI_NaAz
569,51,1,0,DAPI_NaAz
372,60,1,0,DAPI_NaAz
449,28,1,0,DAPI_NaAz
370,25,1,0,DAPI_NaAz
212,45,1,0,DAPI_NaAz
292,88,0,0,DAPI_NaAz
230,56,0,0,DAPI_NaAz
672,46,1,0,DAPI_NaAz
318,86,0,0,DAPI_NaAz
213,20,1,0,DAPI_NaAz
864,36,0,0,DAPI_NaAz
928,14,1,0,DAPI_NaAz
416,98,1,0,DAPI_NaAz
668,18,1,0,DAPI_NaAz
289,8,0,0,DAPI_NaAz
367,5,1,0,DAPI_NaAz
363,36,1,0,DAPI_NaAz
173,19,0,0,DAPI_NaAz
380,13,0,0,DAPI_NaAz
212,19,0,0,DAPI_NaAz
795,43,1,0,DAPI_NaAz
521,39,1,0,DAPI_NaAz
263,32,0,0,DAPI_NaAz
543,15,1,0,DAPI_NaAz
252,31,0,0,DAPI_NaAz
1186,1,0,0,DAPI_NaAz
1055,70,1,0,DAPI_NaAz
305,15,1,0,DAPI_NaAz
214,69,1,0,DAPI_NaAz
805,32,1,0,DAPI_NaAz
230,89,0,0,DAPI_NaAz
404,43,1,0,DAPI_NaAz
132,40,0,0,DAPI_NaAz
649,110,1,0,DAPI_NaAz
398,9,0,0,DAPI_NaAz
87,14,0,0,DAPI_NaAz
279,15,1,0,DAPI_NaAz
310,39,0,0,DAPI_NaAz
240,21,0,0,DAPI_NaAz
613,47,1,0,DAPI_NaAz
188,388,1,0,DAPI_NaAz
530,26,0,0,DAPI_NaAz
538,62,0,0,DAPI_NaAz
548,40,1,0,DAPI_NaAz
1146,90,1,0,DAPI_NaAz
179,68,1,0,DAPI_NaAz
296,38,1,0,DAPI_NaAz
129,48,0,0,DAPI_NaAz
781,39,1,0,DAPI_NaAz
83,13,1,0,DAPI_NaAz
569,91,0,0,DAPI_NaAz
685,21,0,0,DAPI_NaAz
426,4019,1,0,DAPI_NaAz
843,53,1,0,DAPI_NaAz
535,26,1,0,DAPI_NaAz
325,38,0,0,DAPI_NaAz
271,70,1,0,DAPI_NaAz
162,81,1,0,DAPI_NaAz
319,137,1,0,DAPI_NaAz
183,29,0,0,DAPI_NaAz
435,22,1,0,DAPI_NaAz
499,7,1,0,DAPI_NaAz
667,39,0,0,DAPI_NaAz
398,50,0,0,DAPI_NaAz
868,81,0,0,DAPI_NaAz
11,127,1,0,DAPI_NaAz
430,10,0,0,DAPI_NaAz
168,83,1,0,DAPI_NaAz
180,87,0,0,DAPI_NaAz
132,36,0,0,DAPI_NaAz
588,64,0,0,DAPI_NaAz
629,125,0,0,DAPI_NaAz
752,60,1,0,DAPI_NaAz
495,81,0,0,DAPI_NaAz
166,17,1,0,DAPI_NaAz
997,65,1,0,DAPI_NaAz
297,72,1,0,DAPI_NaAz
504,107,1,0,DAPI_NaAz
407,4323,0,0,DAPI_NaAz
166,77,0,0,DAPI_NaAz
24,21,1,0,DAPI_NaAz
42,105,0,0,DAPI_NaAz
505,37,0,0,DAPI_NaAz
464,129,1,0,DAPI_NaAz
400,60,1,0,DAPI_NaAz
177,44,0,0,DAPI_NaAz
286,102,0,0,DAPI_NaAz
149,111,0,0,DAPI_NaAz
224,92,0,0,DAPI_NaAz
40,36,1,0,DAPI_NaAz
365,8,1,0,DAPI_NaAz
63,84,0,0,DAPI_NaAz
382,34,1,0,DAPI_NaAz
323,28,1,0,DAPI_NaAz
465,5,0,0,DAPI_NaAz
244,54,1,0,DAPI_NaAz
75,3,0,0,DAPI_NaAz
136,11,0,0,DAPI_NaAz
570,72,1,0,DAPI_NaAz
496,9,1,0,DAPI_NaAz
301,17,1,0,DAPI_NaAz
425,27,1,0,DAPI_NaAz
384,33,0,0,DAPI_NaAz
648,40,1,0,DAPI_NaAz
594,70,1,0,DAPI_NaAz
229,47,0,0,DAPI_NaAz
218,63,0,0,DAPI_NaAz
568,103,1,0,DAPI_NaAz
880,151,1,0,DAPI_NaAz
983,86,0,0,DAPI_NaAz
260,16,0,0,DAPI_NaAz
316,9,1,0,DAPI_NaAz
762,199,1,0,DAPI_NaAz
524,143,0,0,DAPI_NaAz
16,11,1,0,DAPI_NaAz
594,33,0,0,DAPI_NaAz
142,64,1,0,DAPI_NaAz
27,60,1,0,DAPI_NaAz
420,34,0,0,DAPI_NaAz
1198,70,1,0,DAPI_NaAz
1143,197,1,0,DAPI_NaAz
811,83,1,0,DAPI_NaAz
1144,11,0,0,DAPI_NaAz
518,148,1,0,DAPI_NaAz
244,38,1,0,DAPI_NaAz
515,81,0,0,DAPI_NaAz
1038,26,0,0,DAPI_NaAz
168,83,1,0,DAPI_NaAz
507,39,1,0,DAPI_NaAz
492,90,1,0,DAPI_NaAz
173,47,1,0,DAPI_NaAz
560,49,0,0,DAPI_NaAz
190,33,0,0,DAPI_NaAz
182,71,1,0,DAPI_NaAz
299,135,0,0,DAPI_NaAz
485,164,0,0,DAPI_NaAz
529,105,0,0,DAPI_NaAz
328,56,1,0,DAPI_NaAz
196,49,0,0,DAPI_NaAz
816,55,1,0,DAPI_NaAz
705,29,0,0,DAPI_NaAz
344,31,1,0,DAPI_NaAz
521,25,1,0,DAPI_NaAz
298,25,1,0,DAPI_NaAz
553,88,1,0,DAPI_NaAz
160,87,0,0,DAPI_NaAz
91,38,1,0,DAPI_NaAz
288,109,1,0,DAPI_NaAz
372,159,1,0,DAPI_NaAz
447,3,0,0,DAPI_NaAz
396,62,0,0,DAPI_NaAz
368,27,0,0,DAPI_NaAz
347,98,1,0,DAPI_NaAz
416,62,0,0,DAPI_NaAz
367,133,1,0,DAPI_NaAz
342,39,0,0,DAPI_NaAz
476,164,1,0,DAPI_NaAz
154,1,1,0,DAPI_NaAz
1334,156,1,0,DAPI_NaAz
440,28,1,0,DAPI_NaAz
490,17,1,0,DAPI_NaAz
281,39,1,0,DAPI_NaAz
351,129,1,0,DAPI_NaAz
1538,36,1,0,DAPI_NaAz
235,6,0,0,DAPI_NaAz
123,60,0,0,DAPI_NaAz
870,6,1,0,DAPI_NaAz
314,49,1,0,DAPI_NaAz
1587,94,1,0,DAPI_NaAz
423,51,1,0,DAPI_NaAz
517,105,0,0,DAPI_NaAz
276,72,0,0,DAPI_NaAz
81,89,0,0,DAPI_NaAz
400,4,0,0,DAPI_NaAz
125,13,1,0,DAPI_NaAz
829,112,1,0,DAPI_NaAz
194,14,1,0,DAPI_NaAz
492,16,0,0,DAPI_NaAz
423,54,0,0,DAPI_NaAz
604,49,0,0,DAPI_NaAz
580,160,1,0,DAPI_NaAz
379,15,0,0,DAPI_NaAz
3,34,1,0,DAPI_NaAz
208,76,1,0,DAPI_NaAz
159,31,0,0,DAPI_NaAz
208,14,0,0,DAPI_NaAz
2,82,0,0,DAPI_NaAz
603,36,0,0,DAPI_NaAz
560,77,1,0,DAPI_NaAz
351,133,0,0,DAPI_NaAz
628,46,1,0,DAPI_NaAz
204,1,0,0,DAPI_NaAz
572,68,1,0,DAPI_NaAz
158,85,0,0,DAPI_NaAz
135,55,1,0,DAPI_NaAz
174,75,1,0,DAPI_NaAz
91,22,0,0,DAPI_NaAz
5,200,0,0,DAPI_NaAz
547,21,1,0,DAPI_NaAz
246,31,1,0,DAPI_NaAz
771,92,0,0,DAPI_NaAz
1458,48,1,0,DAPI_NaAz
449,39,1,0,DAPI_NaAz
246,115,0,0,DAPI_NaAz
224,49,0,0,DAPI_NaAz
163,76,1,0,DAPI_NaAz
452,100,1,0,DAPI_NaAz
135,26,0,0,DAPI_NaAz
379,988,1,0,DAPI_NaAz
341,128,0,0,DAPI_NaAz
261,22,0,0,DAPI_NaAz
281,8,0,0,DAPI_NaAz
667,41,1,0,DAPI_NaAz
907,88,0,0,DAPI_NaAz
46,25,1,0,DAPI_NaAz
252,96,1,0,DAPI_NaAz
882,42,0,0,DAPI_NaAz
240,22,0,0,DAPI_NaAz
461,42,1,0,DAPI_NaAz
255,150,0,0,DAPI_NaAz
474,36,1,0,DAPI_NaAz
1162,43,1,0,DAPI_NaAz
203,135,0,0,DAPI_NaAz
243,79,0,0,DAPI_NaAz
329,79,0,0,DAPI_NaAz
239,80,0,0,DAPI_NaAz
278,93,0,0,DAPI_NaAz
672,9,1,0,DAPI_NaAz
751,52,0,0,DAPI_NaAz
1538,99,1,0,DAPI_NaAz
359,31,1,0,DAPI_NaAz
355,11,1,0,DAPI_NaAz
334,26,0,0,DAPI_NaAz
871,107,1,0,DAPI_NaAz
965,96,1,0,DAPI_NaAz
314,22,0,0,DAPI_NaAz
270,37,0,0,DAPI_NaAz
604,81,1,0,DAPI_NaAz
270,22,1,0,DAPI_NaAz
134,55,0,0,DAPI_NaAz
776,21,0,0,DAPI_NaAz
126,57,0,0,DAPI_NaAz
82,9,0,0,DAPI_NaAz
378,100,0,0,DAPI_NaAz
229,50,1,0,DAPI_NaAz
66,61,1,0,DAPI_NaAz
469,24,0,0,DAPI_NaAz
563,17,1,0,DAPI_NaAz
401,148,0,0,DAPI_NaAz
227,97,1,0,DAPI_NaAz
149,95,0,0,DAPI_NaAz
264,97,1,0,DAPI_NaAz
188,56,0,0,DAPI_NaAz
402,66,0,0,DAPI_NaAz
294,43,0,0,DAPI_NaAz
79,104,0,0,DAPI_NaAz
166,12,1,0,DAPI_NaAz
207,17,0,0,DAPI_NaAz
714,97,1,0,DAPI_NaAz
252,38,1,0,DAPI_NaAz
416,49,0,0,DAPI_NaAz
221,52,0,0,DAPI_NaAz
191,28,0,0,DAPI_NaAz
113,76,0,0,DAPI_NaAz
264,22,0,0,DAPI_NaAz
338,20,1,0,DAPI_NaAz
653,88,1,0,DAPI_NaAz
132,113,0,0,DAPI_NaAz
392,93,0,0,DAPI_NaAz
345,35,1,0,DAPI_NaAz
104,10,0,0,DAPI_NaAz
338,93,1,0,DAPI_NaAz
3426,54,1,0,DAPI_NaAz
432,151,1,0,DAPI_NaAz
430,128,0,0,DAPI_NaAz
45,73,1,0,DAPI_NaAz
428,6,1,0,DAPI_NaAz
224,39,0,0,DAPI_NaAz
578,68,0,0,DAPI_NaAz
592,45,1,0,DAPI_NaAz
291,117,0,0,DAPI_NaAz
333,143,1,0,DAPI_NaAz
212,15,0,0,DAPI_NaAz
86,8,1,0,DAPI_NaAz
2340,115,0,0,DAPI_NaAz
204,34,1,0,DAPI_NaAz
537,70,1,0,DAPI_NaAz
345,52,0,0,DAPI_NaAz
414,50,0,0,DAPI_NaAz
184,33,0,0,DAPI_NaAz
443,8,0,0,DAPI_NaAz
477,85,1,0,DAPI_NaAz
587,82,1,0,DAPI_NaAz
346,29,1,0,DAPI_NaAz
91,119,0,0,DAPI_NaAz
364,34,0,0,DAPI_NaAz
1614,60,0,0,DAPI_NaAz
382,2,0,0,DAPI_NaAz
413,30,0,0,DAPI_NaAz
81,11,1,0,DAPI_NaAz
239,55,1,0,DAPI_NaAz
298,77,1,0,DAPI_NaAz
586,91,0,0,DAPI_NaAz
138,88,1,0,DAPI_NaAz
900,41,1,0,DAPI_NaAz
27,8,1,0,DAPI_NaAz
435,37,1,0,DAPI_NaAz
480,91,1,0,DAPI_NaAz
304,39,1,0,DAPI_NaAz
585,42,1,0,DAPI_NaAz
490,17,0,0,DAPI_NaAz
461,89,1,0,DAPI_NaAz
126,52,1,0,DAPI_NaAz
290,90,1,0,DAPI_NaAz
426,78,0,0,DAPI_NaAz
524,75,1,0,DAPI_NaAz
76,12,0,0,DAPI_NaAz
1590,141,1,0,DAPI_NaAz
58,18,1,0,DAPI_NaAz
196,82,0,0,DAPI_NaAz
1402,20,1,0,DAPI_NaAz
240,74,0,0,DAPI_NaAz
770,72,0,0,DAPI_NaAz
238,6,0,0,DAPI_NaAz
486,80,1,0,DAPI_NaAz
255,113,1,0,DAPI_NaAz
421,43,1,0,DAPI_NaAz
152,48,0,0,DAPI_NaAz
646,23,0,0,DAPI_NaAz
1312,43,1,0,DAPI_NaAz
470,55,0,0,DAPI_NaAz
828,93,1,0,DAPI_NaAz
616,37,1,0,DAPI_NaAz
398,20,0,0,DAPI_NaAz
792,16,1,0,DAPI_NaAz
58,78,0,0,DAPI_NaAz
655,46,0,0,DAPI_NaAz
245,167,0,0,DAPI_NaAz
414,115,0,0,DAPI_NaAz
221,36,1,0,DAPI_NaAz
305,166,0,0,DAPI_NaAz
275,31,1,0,DAPI_NaAz
441,7,1,0,DAPI_NaAz
271,21,0,0,DAPI_NaAz
965,83,0,0,DAPI_NaAz
73,67,1,0,DAPI_NaAz
240,11,0,0,DAPI_NaAz
360,22,1,0,DAPI_NaAz
236,122,1,0,DAPI_NaAz
336,106,0,0,DAPI_NaAz
221,64,0,0,DAPI_NaAz
472,79,0,0,DAPI_NaAz
252,37,1,0,DAPI_NaAz
620,79,1,0,DAPI_NaAz
152,79,1,0,DAPI_NaAz
405,8,0,0,DAPI_NaAz
493,48,1,0,DAPI_NaAz
480,59,1,0,DAPI_NaAz
792,11,1,0,DAPI_NaAz
188,37,1,0,DAPI_NaAz
759,39,0,0,DAPI_NaAz
223,39,0,0,DAPI_NaAz
255,19,1,0,DAPI_NaAz
781,10,1,0,DAPI_NaAz
981,52,1,0,DAPI_NaAz
280,23,0,0,DAPI_NaAz
1632,90,1,0,DAPI_NaAz
24,23,1,0,DAPI_NaAz
182,74,0,0,DAPI_NaAz
230,28,1,0,DAPI_NaAz
597,40,1,0,DAPI_NaAz
174,23,0,0,DAPI_NaAz
378,65,1,0,DAPI_NaAz
953,13,1,0,DAPI_NaAz
719,103,0,0,DAPI_NaAz
390,54,0,0,DAPI_NaAz
19,62,0,0,DAPI_NaAz
1024,11,1,0,DAPI_NaAz
956,63,1,0,DAPI_NaAz
313,23,0,0,DAPI_NaAz
254,173,1,0,DAPI_NaAz
185,30,0,0,DAPI_NaAz
905,74,1,0,DAPI_NaAz
100,99,1,0,DAPI_NaAz
557,106,0,0,DAPI_NaAz
701,19,1,0,DAPI_NaAz
1599,4,0,0,DAPI_NaAz
333,21,1,0,DAPI_NaAz
149,26,0,0,DAPI_NaAz
162,23,0,0,DAPI_NaAz
314,200,1,0,DAPI_NaAz
571,70,1,0,DAPI_NaAz
658,75,1,0,DAPI_NaAz
240,28,1,0,DAPI_NaAz
347,42,0,0,DAPI_NaAz
256,13,1,0,DAPI_NaAz
434,74,0,0,DAPI_NaAz
921,2,0,0,DAPI_NaAz
822,58,0,0,DAPI_NaAz
1179,99,1,0,DAPI_NaAz
288,65,0,0,DAPI_NaAz
952,54,0,0,DAPI_NaAz
141,33,0,0,DAPI_NaAz
634,31,0,0,DAPI_NaAz
139,34,0,0,DAPI_NaAz
332,29,1,0,DAPI_NaAz
531,31,1,0,DAPI_NaAz
323,96,1,0,DAPI_NaAz
